time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
2,E1,"(34, 18)",5,21
4,E2,"(2, 34)",2,12
7,E3,"(61, 61)",8,27
9,E4,"(8, 12)",2,23
11,E5,"(96, 67)",9,17
15,E6,"(1, 54)",4,26
16,E7,"(29, 86)",2,11
19,E8,"(52, 13)",5,11
20,E9,"(1, 58)",7,20
22,E10,"(78, 38)",4,19
25,E11,"(83, 5)",6,18
27,E12,"(97, 83)",7,18
28,E13,"(18, 55)",8,28
33,E14,"(51, 68)",1,26
35,E15,"(65, 72)",6,30
36,E16,"(46, 27)",3,15
38,E17,"(29, 21)",6,12
39,E18,"(94, 100)",2,25
40,E19,"(6, 34)",1,13
41,E20,"(53, 60)",0,13
45,E21,"(59, 74)",0,27
47,E22,"(71, 57)",9,11
48,E23,"(27, 28)",7,10
49,E24,"(52, 15)",9,19
50,E25,"(52, 28)",3,25
52,E26,"(31, 9)",5,30
55,E27,"(19, 71)",0,24
56,E28,"(65, 66)",5,21
57,E29,"(16, 98)",0,18
58,E30,"(46, 57)",9,30
59,E31,"(19, 57)",3,30
63,E32,"(56, 44)",8,23
64,E33,"(5, 33)",8,25
67,E34,"(0, 64)",1,25
69,E35,"(100, 13)",6,26
70,E36,"(60, 40)",0,22
71,E37,"(47, 64)",2,25
76,E38,"(66, 50)",3,16
77,E39,"(72, 11)",1,19
79,E40,"(8, 32)",5,25
83,E41,"(2, 34)",8,28
86,E42,"(41, 43)",2,13
88,E43,"(26, 49)",3,30
89,E44,"(68, 58)",2,23
90,E45,"(27, 10)",9,12
91,E46,"(57, 4)",1,21
92,E47,"(99, 98)",8,26
93,E48,"(1, 37)",3,12
95,E49,"(98, 4)",2,24
