time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
3,E1,"(23, 51)",4,12
5,E2,"(76, 92)",3,16
6,E3,"(4, 91)",8,12
7,E4,"(54, 49)",4,19
13,E5,"(65, 27)",8,24
17,E6,"(31, 13)",0,11
18,E7,"(100, 52)",8,13
19,E8,"(89, 38)",8,21
21,E9,"(39, 15)",9,10
24,E10,"(69, 6)",9,10
25,E11,"(56, 1)",4,12
27,E12,"(95, 75)",1,11
28,E13,"(9, 46)",5,24
31,E14,"(42, 61)",4,30
32,E15,"(64, 81)",9,12
34,E16,"(1, 41)",4,17
36,E17,"(12, 85)",6,12
39,E18,"(9, 44)",5,30
40,E19,"(77, 37)",9,19
44,E20,"(35, 28)",1,15
45,E21,"(54, 82)",3,12
46,E22,"(86, 29)",0,11
47,E23,"(31, 36)",7,13
48,E24,"(1, 94)",7,29
50,E25,"(12, 11)",0,17
54,E26,"(65, 8)",3,23
55,E27,"(79, 21)",2,10
56,E28,"(13, 17)",5,28
58,E29,"(74, 56)",5,28
59,E30,"(55, 84)",0,22
61,E31,"(39, 48)",7,19
64,E32,"(47, 1)",5,11
67,E33,"(51, 8)",1,22
68,E34,"(32, 41)",8,19
70,E35,"(44, 60)",7,24
77,E36,"(60, 68)",9,22
79,E37,"(83, 15)",8,12
80,E38,"(72, 83)",1,14
81,E39,"(67, 14)",2,28
82,E40,"(78, 18)",5,11
83,E41,"(99, 79)",4,12
86,E42,"(68, 14)",8,14
88,E43,"(88, 27)",7,29
89,E44,"(47, 97)",5,21
90,E45,"(63, 81)",2,18
91,E46,"(52, 66)",4,20
94,E47,"(46, 69)",1,26
97,E48,"(27, 88)",5,30
98,E49,"(73, 100)",7,26
99,E50,"(38, 38)",7,23
