time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,D1,"(8, 59)",1,18
1,D2,"(10, 98)",2,16
2,D3,"(63, 31)",8,21
3,D4,"(85, 59)",7,19
4,D5,"(49, 76)",6,13
5,D6,"(93, 65)",3,15
7,D7,"(90, 30)",6,14
8,D8,"(80, 96)",3,23
10,D9,"(36, 8)",9,26
11,D10,"(59, 95)",9,16
12,D11,"(60, 73)",8,19
14,D12,"(39, 61)",0,23
16,D13,"(74, 1)",8,27
18,D14,"(94, 12)",1,12
19,D15,"(28, 93)",8,19
20,D16,"(91, 93)",0,29
21,D17,"(21, 14)",2,21
24,D18,"(77, 54)",3,12
26,D19,"(63, 92)",4,24
28,D20,"(79, 74)",9,30
29,D21,"(40, 37)",0,20
32,D22,"(13, 49)",8,29
34,D23,"(79, 32)",0,11
35,D24,"(8, 51)",6,20
37,D25,"(43, 33)",4,23
39,D26,"(57, 38)",2,14
43,D27,"(13, 79)",8,12
45,D28,"(42, 5)",5,11
48,D29,"(26, 60)",2,13
49,D30,"(74, 97)",0,18
51,D31,"(8, 5)",9,16
53,D32,"(71, 91)",1,24
55,D33,"(60, 43)",6,20
57,D34,"(61, 8)",8,22
60,D35,"(67, 4)",7,23
63,D36,"(84, 14)",4,20
65,D37,"(88, 9)",1,22
67,D38,"(79, 82)",8,15
68,D39,"(21, 6)",7,26
69,D40,"(4, 34)",3,16
70,D41,"(81, 41)",3,25
71,D42,"(20, 11)",0,18
72,D43,"(97, 90)",6,23
75,D44,"(23, 27)",2,15
77,D45,"(62, 47)",1,10
78,D46,"(65, 88)",8,24
80,D47,"(66, 68)",9,29
82,D48,"(31, 71)",1,19
88,D49,"(60, 76)",5,16
89,D50,"(7, 37)",2,14
90,D51,"(91, 73)",6,24
94,D52,"(5, 65)",8,30
99,D53,"(61, 91)",8,25
