time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,D1,"(99, 11)",7,25
1,D2,"(72, 69)",2,16
3,D3,"(16, 0)",8,11
4,D4,"(83, 75)",0,13
5,D5,"(44, 96)",7,28
6,D6,"(50, 76)",4,17
9,D7,"(29, 98)",9,14
11,D8,"(91, 54)",9,22
13,D9,"(52, 3)",8,21
17,D10,"(57, 67)",4,12
18,D11,"(12, 9)",2,27
20,D12,"(17, 41)",2,17
21,D13,"(27, 5)",6,15
22,D14,"(28, 36)",7,26
25,D15,"(27, 15)",5,25
26,D16,"(13, 35)",9,29
29,D17,"(7, 31)",8,26
30,D18,"(39, 75)",2,26
31,D19,"(26, 12)",4,21
33,D20,"(29, 46)",5,18
34,D21,"(35, 49)",7,14
35,D22,"(54, 58)",4,25
36,D23,"(44, 58)",3,15
38,D24,"(50, 72)",0,28
40,D25,"(61, 18)",2,15
41,D26,"(11, 98)",6,10
42,D27,"(69, 51)",0,16
44,D28,"(40, 32)",7,30
45,D29,"(51, 64)",9,25
48,D30,"(92, 26)",6,14
50,D31,"(95, 86)",9,24
51,D32,"(76, 79)",0,14
52,D33,"(12, 91)",1,22
54,D34,"(39, 19)",0,27
59,D35,"(88, 9)",3,21
61,D36,"(51, 13)",8,26
62,D37,"(98, 66)",7,21
63,D38,"(30, 92)",4,17
64,D39,"(52, 22)",0,18
66,D40,"(2, 90)",5,10
70,D41,"(90, 60)",8,16
72,D42,"(71, 48)",4,21
75,D43,"(60, 87)",5,30
76,D44,"(46, 2)",3,25
77,D45,"(48, 87)",6,23
78,D46,"(8, 82)",6,27
82,D47,"(36, 33)",9,26
83,D48,"(86, 23)",9,15
84,D49,"(75, 62)",7,25
87,D50,"(76, 22)",1,15
89,D51,"(36, 13)",7,25
95,D52,"(90, 5)",2,21
97,D53,"(39, 62)",9,10
98,D54,"(89, 6)",2,10
99,D55,"(83, 29)",1,26
