time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,D1,"(39, 67)",9,22
2,D2,"(12, 53)",5,11
4,D3,"(95, 17)",8,12
6,D4,"(91, 89)",9,10
7,D5,"(55, 8)",6,20
8,D6,"(28, 50)",8,27
9,D7,"(82, 65)",0,12
10,D8,"(27, 100)",2,11
12,D9,"(71, 10)",6,21
13,D10,"(47, 11)",0,29
18,D11,"(51, 27)",1,17
20,D12,"(59, 91)",6,13
22,D13,"(34, 84)",8,12
23,D14,"(77, 42)",8,19
25,D15,"(78, 28)",4,22
26,D16,"(75, 88)",5,15
28,D17,"(50, 94)",2,24
29,D18,"(45, 0)",6,20
31,D19,"(30, 11)",4,26
35,D20,"(37, 100)",2,13
36,D21,"(29, 41)",7,11
37,D22,"(85, 83)",0,24
40,D23,"(88, 96)",8,24
43,D24,"(90, 100)",6,16
44,D25,"(60, 17)",1,28
45,D26,"(49, 58)",2,22
46,D27,"(78, 12)",2,12
47,D28,"(17, 76)",0,26
48,D29,"(19, 45)",5,28
51,D30,"(24, 2)",8,12
53,D31,"(32, 14)",7,23
54,D32,"(18, 3)",9,27
56,D33,"(9, 62)",9,20
58,D34,"(0, 39)",4,22
60,D35,"(53, 48)",0,30
61,D36,"(32, 90)",2,27
62,D37,"(75, 85)",0,29
64,D38,"(1, 33)",7,15
68,D39,"(79, 54)",7,11
70,D40,"(18, 74)",6,23
71,D41,"(58, 98)",9,20
75,D42,"(66, 50)",1,24
76,D43,"(45, 61)",9,21
77,D44,"(89, 100)",2,27
80,D45,"(91, 45)",9,13
82,D46,"(93, 39)",9,19
84,D47,"(55, 53)",4,23
86,D48,"(88, 33)",8,13
87,D49,"(0, 40)",1,10
91,D50,"(87, 31)",2,17
92,D51,"(45, 84)",6,16
94,D52,"(89, 77)",4,27
