time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
1,E1,"(26, 45)",6,25
3,E2,"(0, 22)",0,30
5,E3,"(61, 37)",9,19
8,E4,"(18, 62)",1,21
10,E5,"(76, 55)",9,24
11,E6,"(49, 80)",5,13
14,E7,"(69, 82)",0,23
20,E8,"(2, 4)",4,12
21,E9,"(32, 77)",7,15
28,E10,"(6, 64)",0,19
29,E11,"(15, 79)",1,22
30,E12,"(72, 76)",7,20
34,E13,"(12, 17)",5,28
37,E14,"(99, 97)",2,20
39,E15,"(65, 70)",0,17
41,E16,"(93, 56)",0,27
45,E17,"(48, 42)",3,21
48,E18,"(69, 47)",0,17
52,E19,"(45, 76)",5,27
55,E20,"(87, 69)",1,29
56,E21,"(84, 61)",5,16
59,E22,"(76, 94)",1,17
60,E23,"(39, 23)",7,23
61,E24,"(77, 99)",0,27
62,E25,"(51, 40)",9,27
63,E26,"(65, 16)",9,19
64,E27,"(36, 88)",6,12
69,E28,"(44, 85)",5,26
70,E29,"(59, 18)",9,26
71,E30,"(13, 34)",6,12
72,E31,"(78, 42)",3,24
73,E32,"(59, 94)",2,23
75,E33,"(60, 97)",6,26
78,E34,"(64, 5)",9,22
81,E35,"(51, 46)",1,10
84,E36,"(66, 80)",1,27
85,E37,"(29, 70)",5,13
87,E38,"(90, 3)",2,14
89,E39,"(32, 88)",1,15
94,E40,"(51, 52)",8,25
96,E41,"(64, 66)",8,30
97,E42,"(54, 85)",9,16
98,E43,"(6, 76)",7,14
99,E44,"(56, 67)",5,24
