time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,D1,"(57, 8)",7,20
2,D2,"(37, 25)",3,25
3,D3,"(61, 70)",2,15
4,D4,"(29, 52)",6,25
5,D5,"(96, 54)",8,20
6,D6,"(44, 1)",3,15
7,D7,"(6, 78)",0,24
8,D8,"(98, 87)",3,15
10,D9,"(69, 4)",9,26
11,D10,"(72, 47)",4,20
13,D11,"(84, 73)",7,14
20,D12,"(10, 2)",1,18
21,D13,"(13, 63)",7,13
22,D14,"(73, 45)",2,22
23,D15,"(29, 85)",3,26
25,D16,"(32, 20)",1,15
26,D17,"(73, 66)",7,23
27,D18,"(10, 25)",2,13
29,D19,"(81, 91)",0,21
32,D20,"(6, 51)",2,24
34,D21,"(58, 53)",6,29
37,D22,"(84, 80)",3,27
38,D23,"(99, 24)",4,20
39,D24,"(59, 83)",2,27
43,D25,"(55, 19)",6,24
50,D26,"(87, 27)",4,20
51,D27,"(7, 20)",8,22
54,D28,"(88, 44)",4,19
55,D29,"(5, 49)",4,24
56,D30,"(92, 21)",4,19
59,D31,"(25, 20)",8,25
63,D32,"(99, 83)",5,18
65,D33,"(8, 29)",7,16
67,D34,"(68, 78)",3,16
69,D35,"(63, 20)",2,21
70,D36,"(48, 36)",0,25
73,D37,"(14, 100)",1,30
74,D38,"(6, 40)",7,15
76,D39,"(20, 50)",6,26
78,D40,"(76, 20)",6,17
80,D41,"(81, 19)",6,14
82,D42,"(67, 18)",7,27
84,D43,"(63, 18)",7,10
87,D44,"(50, 60)",0,10
88,D45,"(3, 32)",3,25
89,D46,"(81, 68)",6,12
91,D47,"(92, 23)",0,12
92,D48,"(55, 62)",8,10
93,D49,"(9, 33)",2,25
94,D50,"(13, 47)",1,11
95,D51,"(73, 72)",3,13
98,D52,"(10, 82)",5,27
99,D53,"(38, 64)",0,24
