time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
1,D1,"(12, 68)",5,29
2,D2,"(27, 91)",3,15
4,D3,"(0, 52)",8,25
6,D4,"(92, 83)",4,17
8,D5,"(28, 52)",1,26
10,D6,"(53, 85)",7,22
11,D7,"(56, 44)",0,11
12,D8,"(92, 17)",4,13
13,D9,"(48, 69)",6,12
14,D10,"(50, 98)",6,13
15,D11,"(79, 96)",2,18
17,D12,"(7, 7)",8,23
22,D13,"(45, 88)",5,17
25,D14,"(55, 9)",1,30
26,D15,"(96, 58)",9,19
28,D16,"(70, 76)",7,23
29,D17,"(28, 78)",7,21
30,D18,"(80, 30)",9,11
34,D19,"(77, 3)",3,25
35,D20,"(19, 68)",9,24
36,D21,"(50, 72)",5,25
38,D22,"(53, 37)",0,12
43,D23,"(76, 14)",3,23
45,D24,"(93, 91)",9,30
47,D25,"(59, 48)",7,16
50,D26,"(47, 2)",3,24
52,D27,"(59, 33)",9,23
53,D28,"(51, 25)",6,22
54,D29,"(7, 5)",4,25
56,D30,"(55, 62)",7,10
60,D31,"(98, 35)",8,30
61,D32,"(59, 12)",1,20
62,D33,"(57, 66)",7,15
67,D34,"(96, 0)",9,26
69,D35,"(96, 52)",7,18
70,D36,"(46, 5)",9,26
71,D37,"(72, 7)",2,18
75,D38,"(85, 98)",2,21
76,D39,"(36, 62)",6,30
78,D40,"(38, 93)",3,12
82,D41,"(52, 100)",9,29
83,D42,"(52, 22)",8,25
84,D43,"(25, 66)",0,29
87,D44,"(1, 60)",6,21
89,D45,"(26, 23)",8,10
90,D46,"(12, 42)",1,29
91,D47,"(14, 26)",3,11
96,D48,"(49, 92)",2,12
97,D49,"(33, 62)",9,21
99,D50,"(66, 62)",6,23
