time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,E1,"(3, 67)",9,30
1,E2,"(92, 97)",8,10
2,E3,"(78, 53)",9,22
5,E4,"(55, 14)",4,27
6,E5,"(65, 72)",9,24
8,E6,"(71, 82)",7,19
10,E7,"(24, 47)",1,13
12,E8,"(100, 12)",1,18
14,E9,"(97, 63)",7,28
18,E10,"(50, 37)",8,16
21,E11,"(3, 28)",8,18
24,E12,"(78, 23)",0,13
25,E13,"(58, 41)",6,19
29,E14,"(12, 84)",1,24
33,E15,"(41, 42)",7,10
35,E16,"(91, 39)",5,19
36,E17,"(5, 68)",2,20
37,E18,"(63, 4)",2,16
38,E19,"(21, 84)",3,13
40,E20,"(97, 96)",0,22
43,E21,"(33, 39)",9,20
45,E22,"(30, 86)",3,30
47,E23,"(95, 68)",4,16
48,E24,"(99, 84)",0,23
49,E25,"(51, 46)",6,26
50,E26,"(33, 77)",6,26
51,E27,"(29, 62)",3,16
52,E28,"(81, 44)",4,12
53,E29,"(12, 42)",1,18
54,E30,"(25, 27)",1,13
56,E31,"(86, 45)",9,23
57,E32,"(77, 52)",8,10
58,E33,"(9, 33)",7,28
61,E34,"(26, 56)",6,15
64,E35,"(49, 93)",6,19
66,E36,"(82, 59)",9,15
67,E37,"(25, 37)",0,17
68,E38,"(26, 60)",3,22
72,E39,"(31, 4)",7,22
75,E40,"(70, 95)",9,12
77,E41,"(85, 56)",5,24
78,E42,"(43, 97)",9,18
80,E43,"(78, 71)",4,10
81,E44,"(24, 85)",3,18
82,E45,"(86, 30)",0,23
83,E46,"(5, 42)",6,23
84,E47,"(55, 13)",3,11
85,E48,"(22, 26)",0,26
86,E49,"(44, 58)",9,21
87,E50,"(19, 27)",0,22
88,E51,"(30, 5)",4,14
91,E52,"(56, 93)",8,12
92,E53,"(63, 23)",0,15
93,E54,"(87, 40)",7,25
96,E55,"(43, 73)",8,25
97,E56,"(50, 63)",2,16
98,E57,"(28, 61)",5,25
