time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
1,E1,"(48, 15)",6,24
2,E2,"(74, 16)",1,30
3,E3,"(12, 71)",0,26
4,E4,"(61, 43)",4,25
7,E5,"(42, 65)",0,29
8,E6,"(58, 83)",4,28
9,E7,"(27, 75)",0,16
11,E8,"(63, 25)",8,16
12,E9,"(13, 43)",9,11
13,E10,"(0, 63)",5,30
14,E11,"(52, 34)",8,19
18,E12,"(81, 8)",0,22
19,E13,"(97, 72)",8,19
22,E14,"(53, 15)",9,20
23,E15,"(100, 87)",3,20
24,E16,"(77, 71)",5,13
29,E17,"(18, 83)",1,20
30,E18,"(49, 12)",8,28
31,E19,"(39, 17)",0,20
33,E20,"(52, 84)",3,25
35,E21,"(36, 24)",6,13
40,E22,"(22, 99)",8,23
44,E23,"(87, 31)",3,27
45,E24,"(21, 66)",1,28
46,E25,"(63, 73)",6,20
49,E26,"(77, 14)",5,26
50,E27,"(14, 8)",6,27
54,E28,"(29, 65)",9,21
55,E29,"(75, 57)",8,30
56,E30,"(87, 93)",7,13
59,E31,"(54, 48)",8,28
61,E32,"(26, 21)",4,27
62,E33,"(60, 82)",9,29
66,E34,"(77, 86)",4,23
67,E35,"(77, 41)",2,18
68,E36,"(90, 47)",8,19
69,E37,"(96, 43)",6,27
70,E38,"(67, 19)",1,22
72,E39,"(47, 39)",4,10
73,E40,"(35, 51)",7,16
74,E41,"(35, 53)",7,22
78,E42,"(13, 21)",4,29
79,E43,"(81, 96)",9,30
80,E44,"(1, 29)",3,19
81,E45,"(41, 51)",7,29
85,E46,"(8, 11)",4,19
86,E47,"(6, 66)",2,21
87,E48,"(18, 91)",1,18
88,E49,"(55, 81)",2,11
90,E50,"(58, 75)",5,13
92,E51,"(12, 70)",1,27
95,E52,"(30, 63)",0,18
97,E53,"(1, 41)",8,18
