time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,E1,"(5, 54)",4,23
1,E2,"(70, 26)",9,25
3,E3,"(71, 43)",8,13
7,E4,"(61, 94)",2,26
9,E5,"(72, 83)",6,12
11,E6,"(5, 64)",3,18
14,E7,"(78, 89)",0,14
16,E8,"(90, 92)",5,24
19,E9,"(79, 35)",8,26
21,E10,"(77, 68)",5,17
24,E11,"(10, 12)",4,14
27,E12,"(40, 68)",1,30
30,E13,"(13, 42)",4,30
31,E14,"(11, 56)",6,26
32,E15,"(48, 18)",6,25
35,E16,"(84, 31)",4,24
36,E17,"(41, 6)",3,10
37,E18,"(77, 12)",4,23
38,E19,"(77, 24)",1,29
41,E20,"(100, 73)",9,22
42,E21,"(1, 74)",6,26
44,E22,"(63, 71)",4,21
46,E23,"(90, 21)",7,11
48,E24,"(1, 20)",1,25
49,E25,"(12, 5)",0,20
50,E26,"(74, 78)",5,24
51,E27,"(1, 52)",9,19
52,E28,"(37, 65)",9,20
54,E29,"(69, 53)",1,22
57,E30,"(12, 38)",4,23
60,E31,"(53, 48)",6,26
61,E32,"(33, 39)",1,28
66,E33,"(15, 45)",7,29
67,E34,"(8, 21)",7,28
68,E35,"(82, 37)",8,25
74,E36,"(87, 51)",4,17
75,E37,"(46, 57)",5,26
77,E38,"(52, 9)",5,22
80,E39,"(61, 26)",9,21
82,E40,"(27, 84)",5,30
84,E41,"(70, 86)",4,12
85,E42,"(68, 81)",8,23
86,E43,"(92, 12)",2,11
88,E44,"(61, 60)",9,11
89,E45,"(65, 24)",6,18
90,E46,"(48, 71)",6,18
93,E47,"(41, 96)",1,16
95,E48,"(34, 55)",9,30
96,E49,"(72, 58)",5,11
98,E50,"(97, 49)",8,10
