time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
1,E1,"(29, 58)",8,27
2,E2,"(21, 91)",8,17
10,E3,"(77, 84)",5,30
11,E4,"(42, 37)",2,22
12,E5,"(9, 10)",4,19
13,E6,"(97, 0)",9,23
20,E7,"(16, 70)",1,28
22,E8,"(29, 75)",0,23
25,E9,"(24, 45)",4,24
26,E10,"(26, 53)",1,26
28,E11,"(58, 54)",8,19
30,E12,"(5, 78)",8,29
32,E13,"(76, 7)",4,17
33,E14,"(24, 70)",7,12
34,E15,"(48, 16)",0,11
36,E16,"(80, 0)",5,27
38,E17,"(64, 62)",6,25
41,E18,"(20, 7)",2,26
43,E19,"(53, 100)",9,20
44,E20,"(2, 46)",8,11
45,E21,"(1, 14)",6,15
46,E22,"(23, 98)",6,18
49,E23,"(51, 57)",6,16
51,E24,"(0, 75)",3,14
53,E25,"(9, 14)",7,27
54,E26,"(46, 1)",9,10
55,E27,"(53, 99)",1,17
56,E28,"(82, 62)",0,15
58,E29,"(30, 100)",6,22
59,E30,"(64, 20)",1,27
60,E31,"(33, 17)",7,18
61,E32,"(13, 0)",6,26
62,E33,"(21, 17)",7,19
64,E34,"(85, 10)",9,25
66,E35,"(14, 59)",0,25
67,E36,"(68, 0)",2,22
68,E37,"(99, 40)",9,27
70,E38,"(91, 44)",6,13
72,E39,"(94, 86)",3,22
73,E40,"(68, 6)",8,22
74,E41,"(6, 44)",6,28
76,E42,"(40, 10)",4,17
77,E43,"(17, 35)",8,23
78,E44,"(70, 29)",4,28
80,E45,"(51, 37)",0,26
82,E46,"(96, 30)",3,14
84,E47,"(94, 37)",8,25
85,E48,"(94, 87)",7,16
86,E49,"(95, 63)",5,26
87,E50,"(89, 39)",4,12
88,E51,"(14, 79)",9,29
89,E52,"(7, 65)",4,19
90,E53,"(14, 13)",9,15
91,E54,"(9, 40)",1,15
92,E55,"(38, 83)",3,14
94,E56,"(5, 36)",3,21
96,E57,"(68, 0)",4,14
99,E58,"(58, 14)",7,23
