time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
2,D1,"(67, 38)",3,25
5,D2,"(65, 46)",5,20
8,D3,"(62, 60)",4,14
10,D4,"(66, 60)",7,18
11,D5,"(22, 95)",5,13
12,D6,"(0, 16)",2,10
15,D7,"(42, 45)",9,15
18,D8,"(57, 51)",0,12
20,D9,"(40, 74)",2,17
21,D10,"(76, 97)",4,30
22,D11,"(28, 76)",0,10
24,D12,"(0, 36)",9,25
25,D13,"(57, 50)",3,26
29,D14,"(89, 75)",4,12
30,D15,"(43, 25)",8,18
32,D16,"(46, 63)",6,29
33,D17,"(28, 99)",5,30
34,D18,"(98, 11)",4,21
35,D19,"(68, 9)",4,23
37,D20,"(53, 51)",1,20
38,D21,"(100, 78)",4,20
39,D22,"(70, 7)",6,11
42,D23,"(55, 39)",3,28
43,D24,"(75, 99)",7,29
46,D25,"(40, 77)",9,13
47,D26,"(94, 81)",5,10
48,D27,"(89, 0)",3,20
49,D28,"(12, 9)",6,22
53,D29,"(24, 49)",1,23
54,D30,"(20, 7)",3,24
55,D31,"(48, 52)",2,13
57,D32,"(9, 50)",6,23
62,D33,"(67, 40)",7,20
65,D34,"(75, 7)",2,17
67,D35,"(49, 48)",3,27
69,D36,"(87, 48)",5,30
70,D37,"(95, 38)",1,14
71,D38,"(78, 43)",7,24
72,D39,"(37, 3)",3,11
73,D40,"(45, 47)",7,12
75,D41,"(61, 24)",4,23
76,D42,"(62, 98)",7,17
77,D43,"(82, 91)",1,18
78,D44,"(63, 4)",6,28
79,D45,"(91, 6)",1,21
82,D46,"(10, 0)",6,27
83,D47,"(27, 24)",5,21
85,D48,"(51, 69)",7,19
86,D49,"(78, 57)",1,19
87,D50,"(91, 33)",6,17
89,D51,"(4, 91)",0,21
91,D52,"(68, 70)",6,17
92,D53,"(56, 74)",3,11
93,D54,"(21, 25)",2,15
94,D55,"(10, 40)",6,12
95,D56,"(27, 89)",9,22
98,D57,"(58, 52)",8,22
