time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,E1,"(16, 65)",5,12
3,E2,"(32, 35)",9,24
6,E3,"(34, 65)",6,14
8,E4,"(93, 24)",6,21
10,E5,"(95, 33)",8,12
13,E6,"(29, 25)",2,17
16,E7,"(49, 19)",5,18
19,E8,"(9, 12)",4,18
20,E9,"(69, 42)",8,15
21,E10,"(55, 2)",8,24
22,E11,"(44, 60)",6,15
26,E12,"(29, 85)",5,30
27,E13,"(64, 18)",8,10
29,E14,"(64, 26)",3,10
32,E15,"(7, 51)",9,20
33,E16,"(40, 63)",1,16
36,E17,"(100, 82)",9,18
40,E18,"(92, 82)",5,22
44,E19,"(48, 60)",4,14
45,E20,"(12, 35)",2,29
46,E21,"(29, 86)",9,22
47,E22,"(0, 83)",2,22
48,E23,"(43, 82)",4,19
50,E24,"(81, 65)",4,13
52,E25,"(23, 28)",1,17
57,E26,"(59, 54)",6,23
59,E27,"(85, 6)",2,17
60,E28,"(33, 13)",2,16
62,E29,"(95, 83)",3,28
64,E30,"(65, 96)",9,10
65,E31,"(62, 5)",3,23
66,E32,"(86, 48)",6,28
67,E33,"(97, 100)",5,25
70,E34,"(45, 63)",8,30
74,E35,"(15, 24)",1,10
77,E36,"(81, 35)",0,15
80,E37,"(85, 12)",3,27
84,E38,"(96, 36)",4,13
89,E39,"(70, 27)",0,21
91,E40,"(99, 36)",4,16
92,E41,"(81, 8)",5,11
93,E42,"(66, 62)",4,11
95,E43,"(69, 84)",6,22
96,E44,"(16, 53)",4,15
98,E45,"(53, 81)",3,14
99,E46,"(77, 25)",9,23
