time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,E1,"(86, 89)",4,22
2,E2,"(12, 53)",4,13
3,E3,"(84, 70)",7,15
5,E4,"(20, 81)",7,24
6,E5,"(11, 92)",4,11
7,E6,"(7, 3)",7,13
8,E7,"(69, 59)",5,29
10,E8,"(63, 21)",4,11
13,E9,"(71, 100)",4,21
14,E10,"(59, 31)",8,26
16,E11,"(65, 16)",6,23
17,E12,"(95, 73)",3,30
18,E13,"(53, 77)",0,20
20,E14,"(1, 100)",7,21
21,E15,"(9, 97)",7,23
24,E16,"(3, 29)",5,30
26,E17,"(57, 56)",7,17
27,E18,"(67, 49)",6,23
28,E19,"(8, 75)",5,13
29,E20,"(92, 23)",2,23
30,E21,"(66, 26)",0,21
31,E22,"(13, 2)",4,16
33,E23,"(18, 18)",1,11
34,E24,"(68, 55)",0,21
35,E25,"(92, 8)",9,28
36,E26,"(4, 47)",8,20
37,E27,"(53, 48)",1,26
40,E28,"(92, 93)",1,17
42,E29,"(65, 83)",4,18
43,E30,"(28, 55)",5,18
44,E31,"(78, 83)",5,10
48,E32,"(29, 12)",7,12
49,E33,"(24, 94)",6,21
52,E34,"(90, 48)",0,30
54,E35,"(51, 97)",6,21
56,E36,"(6, 92)",9,16
62,E37,"(39, 64)",6,30
63,E38,"(8, 98)",5,14
64,E39,"(62, 78)",1,11
65,E40,"(55, 22)",6,22
67,E41,"(68, 30)",2,28
70,E42,"(33, 66)",1,11
72,E43,"(96, 85)",9,24
73,E44,"(31, 76)",6,19
75,E45,"(81, 17)",4,10
78,E46,"(68, 57)",1,20
81,E47,"(51, 19)",3,15
83,E48,"(96, 98)",0,24
91,E49,"(95, 46)",1,22
96,E50,"(94, 78)",6,30
98,E51,"(63, 85)",6,28
