time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,D1,"(63, 59)",7,28
3,D2,"(94, 56)",1,27
7,D3,"(35, 62)",2,26
8,D4,"(54, 33)",3,16
9,D5,"(62, 92)",9,24
12,D6,"(71, 4)",1,24
13,D7,"(22, 66)",8,27
16,D8,"(47, 97)",7,20
20,D9,"(68, 74)",1,17
21,D10,"(5, 99)",2,10
24,D11,"(92, 79)",1,25
27,D12,"(79, 23)",0,23
28,D13,"(52, 6)",9,27
33,D14,"(99, 12)",5,14
35,D15,"(7, 61)",9,16
37,D16,"(75, 70)",1,28
38,D17,"(18, 33)",6,15
39,D18,"(61, 71)",9,25
41,D19,"(72, 10)",9,12
44,D20,"(77, 99)",3,11
48,D21,"(27, 10)",0,24
49,D22,"(22, 12)",8,23
56,D23,"(77, 73)",3,26
57,D24,"(78, 30)",2,16
60,D25,"(79, 1)",2,12
61,D26,"(17, 7)",6,13
62,D27,"(76, 38)",5,24
63,D28,"(46, 35)",3,26
65,D29,"(25, 68)",2,23
71,D30,"(61, 94)",3,16
73,D31,"(84, 66)",8,11
76,D32,"(85, 18)",1,22
81,D33,"(26, 69)",1,25
82,D34,"(66, 93)",8,22
83,D35,"(47, 62)",9,28
84,D36,"(51, 40)",4,22
87,D37,"(35, 16)",0,17
88,D38,"(3, 64)",3,16
89,D39,"(14, 59)",7,27
90,D40,"(51, 41)",0,11
94,D41,"(88, 87)",6,30
96,D42,"(64, 47)",0,28
97,D43,"(8, 69)",5,12
99,D44,"(98, 71)",4,12
