time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
2,E1,"(87, 77)",1,19
3,E2,"(51, 82)",2,20
4,E3,"(61, 86)",7,23
7,E4,"(48, 78)",0,16
8,E5,"(91, 88)",0,13
10,E6,"(41, 43)",5,29
19,E7,"(66, 19)",9,25
20,E8,"(11, 49)",6,17
21,E9,"(82, 83)",0,19
22,E10,"(70, 79)",4,15
23,E11,"(66, 63)",0,25
28,E12,"(84, 33)",6,23
30,E13,"(86, 69)",3,18
36,E14,"(47, 76)",7,26
42,E15,"(79, 98)",6,20
43,E16,"(68, 2)",0,17
44,E17,"(90, 83)",2,20
47,E18,"(53, 44)",7,20
48,E19,"(81, 62)",6,11
50,E20,"(9, 18)",4,21
51,E21,"(44, 34)",3,17
52,E22,"(22, 64)",2,20
55,E23,"(57, 58)",2,19
57,E24,"(4, 11)",7,13
58,E25,"(50, 21)",7,10
59,E26,"(34, 0)",1,25
61,E27,"(28, 62)",9,23
62,E28,"(6, 79)",6,25
66,E29,"(81, 80)",1,22
67,E30,"(76, 73)",8,25
69,E31,"(100, 68)",7,20
72,E32,"(12, 38)",1,13
73,E33,"(1, 5)",0,26
74,E34,"(77, 60)",3,11
78,E35,"(98, 22)",9,28
80,E36,"(2, 22)",0,16
82,E37,"(1, 50)",3,19
84,E38,"(63, 59)",5,22
89,E39,"(86, 31)",8,28
91,E40,"(22, 37)",3,25
92,E41,"(13, 18)",9,15
94,E42,"(5, 81)",5,25
95,E43,"(90, 27)",5,12
96,E44,"(5, 77)",1,13
97,E45,"(55, 79)",2,28
98,E46,"(79, 25)",5,14
