time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
1,E1,"(92, 45)",8,17
2,E2,"(44, 71)",1,10
3,E3,"(0, 36)",2,16
4,E4,"(32, 55)",8,13
5,E5,"(92, 62)",6,12
9,E6,"(42, 14)",1,25
11,E7,"(72, 74)",6,17
12,E8,"(76, 75)",3,21
14,E9,"(8, 84)",4,15
15,E10,"(90, 76)",0,19
16,E11,"(47, 51)",0,28
19,E12,"(87, 15)",5,28
21,E13,"(36, 5)",3,26
22,E14,"(36, 19)",2,27
23,E15,"(29, 17)",9,17
26,E16,"(38, 75)",3,11
28,E17,"(40, 60)",6,18
30,E18,"(73, 26)",0,27
31,E19,"(85, 10)",0,25
32,E20,"(72, 41)",5,17
35,E21,"(64, 48)",1,22
37,E22,"(22, 30)",3,13
38,E23,"(79, 95)",0,20
39,E24,"(63, 54)",8,11
42,E25,"(73, 63)",6,28
43,E26,"(18, 15)",9,19
44,E27,"(97, 92)",8,17
45,E28,"(84, 56)",5,28
46,E29,"(83, 88)",6,18
48,E30,"(86, 0)",8,12
52,E31,"(15, 32)",9,30
53,E32,"(75, 51)",2,27
54,E33,"(74, 43)",4,12
56,E34,"(66, 0)",7,14
57,E35,"(34, 57)",1,13
59,E36,"(7, 22)",8,28
60,E37,"(48, 92)",9,24
61,E38,"(100, 35)",7,16
63,E39,"(95, 18)",8,17
64,E40,"(85, 34)",4,28
65,E41,"(69, 65)",9,16
68,E42,"(45, 59)",1,12
69,E43,"(80, 4)",4,22
70,E44,"(32, 13)",2,21
71,E45,"(63, 30)",3,11
72,E46,"(97, 62)",5,26
74,E47,"(1, 43)",8,20
76,E48,"(31, 79)",9,14
77,E49,"(54, 2)",9,14
79,E50,"(21, 44)",8,29
81,E51,"(85, 70)",7,15
82,E52,"(80, 84)",6,12
83,E53,"(27, 7)",3,11
85,E54,"(76, 36)",9,18
86,E55,"(42, 95)",4,13
88,E56,"(25, 74)",6,14
89,E57,"(85, 63)",7,15
92,E58,"(4, 79)",7,18
96,E59,"(37, 23)",7,28
97,E60,"(22, 65)",3,11
99,E61,"(42, 48)",4,28
