time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
2,E1,"(9, 29)",3,22
7,E2,"(90, 21)",0,29
9,E3,"(66, 5)",3,17
11,E4,"(31, 44)",1,16
12,E5,"(18, 91)",1,18
13,E6,"(89, 81)",5,29
14,E7,"(0, 55)",1,23
16,E8,"(61, 98)",7,27
17,E9,"(72, 53)",0,12
19,E10,"(65, 39)",2,24
22,E11,"(18, 26)",4,15
25,E12,"(45, 81)",4,20
26,E13,"(84, 78)",6,17
30,E14,"(41, 30)",7,14
31,E15,"(51, 17)",7,30
32,E16,"(21, 9)",3,28
39,E17,"(3, 85)",5,24
42,E18,"(2, 14)",7,20
45,E19,"(6, 67)",8,26
46,E20,"(14, 62)",6,23
52,E21,"(65, 92)",4,24
53,E22,"(73, 28)",7,24
54,E23,"(97, 68)",0,19
57,E24,"(28, 84)",4,11
59,E25,"(37, 50)",7,12
60,E26,"(44, 84)",8,30
61,E27,"(47, 57)",8,27
62,E28,"(10, 3)",5,10
65,E29,"(53, 86)",8,27
66,E30,"(100, 74)",1,25
67,E31,"(57, 87)",9,22
68,E32,"(72, 52)",7,29
70,E33,"(98, 98)",1,25
71,E34,"(10, 0)",7,20
74,E35,"(100, 100)",4,10
79,E36,"(47, 83)",9,11
81,E37,"(35, 14)",9,18
83,E38,"(38, 68)",9,16
85,E39,"(16, 4)",3,23
87,E40,"(69, 69)",0,10
90,E41,"(75, 46)",7,25
92,E42,"(46, 79)",4,10
95,E43,"(13, 20)",6,22
96,E44,"(18, 55)",9,17
97,E45,"(22, 44)",8,23
98,E46,"(51, 72)",4,26
99,E47,"(52, 52)",5,13
