time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
1,E1,"(81, 37)",7,28
3,E2,"(30, 41)",7,10
4,E3,"(53, 33)",3,26
5,E4,"(33, 98)",8,16
9,E5,"(58, 8)",2,18
11,E6,"(26, 46)",9,27
12,E7,"(69, 24)",5,16
13,E8,"(24, 92)",0,13
16,E9,"(69, 44)",1,17
20,E10,"(17, 9)",9,27
22,E11,"(88, 10)",4,14
23,E12,"(20, 39)",9,25
24,E13,"(59, 93)",8,25
29,E14,"(39, 100)",1,17
31,E15,"(93, 38)",8,26
33,E16,"(12, 16)",3,20
34,E17,"(14, 25)",5,16
35,E18,"(15, 22)",2,23
36,E19,"(74, 27)",7,27
39,E20,"(17, 96)",8,30
40,E21,"(14, 81)",6,22
43,E22,"(53, 75)",1,23
44,E23,"(60, 53)",9,16
45,E24,"(84, 54)",8,14
48,E25,"(5, 35)",1,12
50,E26,"(82, 24)",9,25
53,E27,"(26, 41)",6,29
56,E28,"(99, 64)",8,21
57,E29,"(14, 57)",2,30
59,E30,"(23, 100)",2,17
62,E31,"(41, 82)",2,20
65,E32,"(77, 8)",8,19
67,E33,"(9, 82)",9,11
68,E34,"(77, 69)",8,26
69,E35,"(2, 99)",3,10
72,E36,"(100, 73)",1,21
73,E37,"(26, 52)",6,17
75,E38,"(86, 75)",5,15
77,E39,"(84, 69)",5,12
78,E40,"(91, 75)",4,13
81,E41,"(42, 21)",1,18
84,E42,"(52, 15)",4,22
85,E43,"(60, 75)",2,15
89,E44,"(92, 87)",0,13
90,E45,"(87, 30)",9,12
91,E46,"(44, 91)",7,11
92,E47,"(29, 75)",9,25
93,E48,"(11, 98)",9,11
94,E49,"(85, 0)",2,14
99,E50,"(67, 68)",3,19
