time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,D1,"(14, 39)",0,30
4,D2,"(36, 92)",6,15
5,D3,"(62, 58)",3,14
6,D4,"(59, 42)",6,17
7,D5,"(56, 94)",3,20
8,D6,"(69, 95)",5,13
9,D7,"(48, 97)",0,17
12,D8,"(44, 17)",1,15
14,D9,"(75, 17)",7,25
16,D10,"(2, 55)",4,26
19,D11,"(84, 63)",2,30
20,D12,"(33, 81)",8,21
22,D13,"(12, 78)",7,14
23,D14,"(61, 33)",1,24
24,D15,"(35, 4)",0,10
27,D16,"(72, 34)",5,23
31,D17,"(86, 94)",3,30
32,D18,"(32, 20)",6,13
34,D19,"(80, 94)",6,23
35,D20,"(40, 24)",0,29
37,D21,"(33, 86)",4,24
38,D22,"(65, 39)",6,19
39,D23,"(3, 90)",2,15
40,D24,"(32, 44)",5,22
44,D25,"(45, 79)",9,28
46,D26,"(19, 31)",7,17
47,D27,"(50, 33)",8,10
50,D28,"(98, 11)",9,22
53,D29,"(40, 26)",9,23
54,D30,"(60, 24)",2,24
56,D31,"(33, 15)",5,30
57,D32,"(58, 46)",8,17
59,D33,"(30, 94)",3,27
60,D34,"(37, 59)",8,12
62,D35,"(35, 66)",6,26
65,D36,"(21, 13)",5,22
69,D37,"(100, 1)",0,29
70,D38,"(60, 2)",2,10
71,D39,"(45, 99)",0,21
73,D40,"(74, 3)",5,16
74,D41,"(25, 75)",1,20
75,D42,"(84, 32)",2,18
77,D43,"(50, 51)",7,14
78,D44,"(23, 31)",2,28
80,D45,"(88, 41)",6,25
82,D46,"(89, 87)",6,29
84,D47,"(92, 94)",8,10
85,D48,"(74, 39)",3,26
90,D49,"(22, 49)",7,18
93,D50,"(89, 15)",1,28
94,D51,"(76, 99)",5,13
95,D52,"(14, 29)",9,13
96,D53,"(96, 0)",9,21
97,D54,"(35, 62)",0,15
99,D55,"(95, 79)",4,20
