time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,E1,"(72, 53)",2,13
3,E2,"(81, 62)",5,14
4,E3,"(83, 38)",2,29
10,E4,"(20, 60)",0,25
12,E5,"(81, 19)",7,12
13,E6,"(93, 37)",1,24
14,E7,"(59, 28)",7,25
18,E8,"(7, 15)",4,13
21,E9,"(73, 26)",9,10
26,E10,"(94, 92)",4,17
28,E11,"(50, 57)",2,13
29,E12,"(12, 3)",6,23
30,E13,"(40, 53)",9,16
32,E14,"(56, 89)",2,21
35,E15,"(83, 70)",1,27
39,E16,"(94, 89)",8,21
40,E17,"(92, 71)",6,22
41,E18,"(46, 32)",2,26
42,E19,"(18, 24)",1,27
45,E20,"(44, 64)",5,25
47,E21,"(57, 28)",6,24
48,E22,"(100, 99)",7,21
51,E23,"(77, 0)",4,18
56,E24,"(30, 92)",2,11
57,E25,"(45, 80)",7,26
61,E26,"(90, 57)",7,27
65,E27,"(18, 15)",8,11
68,E28,"(64, 46)",3,23
69,E29,"(33, 13)",1,16
71,E30,"(23, 89)",5,16
72,E31,"(31, 94)",1,26
74,E32,"(7, 95)",4,11
75,E33,"(29, 5)",8,14
76,E34,"(82, 1)",1,19
82,E35,"(2, 80)",0,25
85,E36,"(90, 73)",2,10
87,E37,"(57, 10)",7,11
89,E38,"(95, 29)",8,17
90,E39,"(41, 97)",9,20
92,E40,"(47, 38)",7,11
93,E41,"(27, 23)",2,18
96,E42,"(95, 11)",8,24
97,E43,"(72, 28)",8,21
98,E44,"(87, 93)",7,30
99,E45,"(94, 53)",7,26
