time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
2,D1,"(80, 25)",7,28
3,D2,"(68, 8)",9,29
4,D3,"(87, 76)",9,10
8,D4,"(18, 13)",8,27
10,D5,"(66, 30)",7,16
11,D6,"(89, 1)",5,21
13,D7,"(34, 51)",0,10
15,D8,"(14, 81)",3,28
16,D9,"(62, 21)",0,16
17,D10,"(78, 24)",8,16
18,D11,"(28, 48)",6,24
19,D12,"(55, 18)",1,11
20,D13,"(41, 72)",5,17
23,D14,"(89, 67)",9,13
24,D15,"(37, 63)",4,26
26,D16,"(7, 70)",8,23
27,D17,"(95, 26)",3,22
28,D18,"(45, 29)",3,16
29,D19,"(50, 26)",5,19
30,D20,"(61, 65)",9,29
33,D21,"(20, 32)",1,19
36,D22,"(74, 98)",9,27
39,D23,"(1, 51)",5,26
40,D24,"(77, 81)",1,28
42,D25,"(70, 80)",1,10
46,D26,"(78, 49)",6,13
47,D27,"(22, 55)",1,18
48,D28,"(36, 99)",8,25
49,D29,"(98, 64)",7,13
50,D30,"(92, 79)",0,28
51,D31,"(5, 28)",9,15
55,D32,"(92, 58)",0,20
56,D33,"(72, 98)",5,20
57,D34,"(37, 96)",7,19
58,D35,"(99, 84)",6,21
60,D36,"(56, 91)",7,19
61,D37,"(45, 83)",9,16
62,D38,"(26, 4)",1,16
65,D39,"(66, 55)",3,23
66,D40,"(9, 87)",2,20
70,D41,"(96, 4)",1,27
72,D42,"(45, 89)",8,14
73,D43,"(52, 1)",3,13
74,D44,"(38, 41)",0,21
76,D45,"(10, 79)",9,17
79,D46,"(56, 3)",8,13
81,D47,"(89, 70)",0,26
82,D48,"(60, 34)",5,15
84,D49,"(81, 94)",0,26
85,D50,"(36, 81)",3,12
89,D51,"(43, 79)",5,24
90,D52,"(15, 82)",7,24
91,D53,"(68, 90)",3,25
92,D54,"(5, 94)",2,17
94,D55,"(83, 16)",6,13
96,D56,"(0, 15)",6,10
99,D57,"(27, 28)",8,15
