time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,D1,"(87, 32)",3,14
1,D2,"(66, 9)",0,19
2,D3,"(96, 57)",6,17
5,D4,"(12, 2)",2,21
6,D5,"(59, 96)",7,11
7,D6,"(65, 24)",0,18
8,D7,"(14, 62)",7,19
9,D8,"(59, 82)",0,24
11,D9,"(48, 13)",3,18
13,D10,"(18, 85)",1,27
15,D11,"(31, 3)",3,18
17,D12,"(79, 42)",9,29
18,D13,"(68, 43)",4,10
20,D14,"(91, 46)",1,19
24,D15,"(51, 18)",8,16
28,D16,"(57, 59)",6,16
36,D17,"(47, 77)",6,29
37,D18,"(98, 49)",1,24
38,D19,"(71, 34)",9,27
39,D20,"(22, 38)",1,26
45,D21,"(46, 66)",4,14
46,D22,"(19, 15)",7,26
47,D23,"(6, 42)",5,21
48,D24,"(15, 34)",3,30
51,D25,"(72, 9)",9,11
53,D26,"(91, 79)",3,12
57,D27,"(45, 94)",2,12
58,D28,"(66, 24)",2,25
60,D29,"(61, 95)",2,15
65,D30,"(72, 4)",6,30
66,D31,"(97, 84)",6,26
68,D32,"(53, 31)",8,12
69,D33,"(20, 10)",9,29
70,D34,"(31, 95)",2,30
71,D35,"(61, 14)",5,21
73,D36,"(72, 41)",0,30
74,D37,"(4, 25)",8,22
75,D38,"(17, 70)",1,10
77,D39,"(88, 27)",4,27
78,D40,"(80, 50)",4,28
80,D41,"(58, 39)",0,19
81,D42,"(96, 27)",9,11
84,D43,"(27, 80)",8,28
87,D44,"(79, 2)",8,19
88,D45,"(2, 67)",8,16
90,D46,"(75, 39)",0,25
92,D47,"(83, 23)",2,18
93,D48,"(46, 71)",6,19
96,D49,"(16, 88)",6,27
98,D50,"(44, 18)",7,24
