time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,D1,"(77, 4)",7,23
1,D2,"(28, 85)",7,24
2,D3,"(62, 96)",7,23
5,D4,"(2, 57)",9,11
6,D5,"(85, 6)",2,28
7,D6,"(95, 69)",5,29
8,D7,"(16, 39)",7,26
12,D8,"(85, 40)",5,26
17,D9,"(62, 84)",0,16
18,D10,"(7, 89)",2,20
23,D11,"(18, 40)",0,15
24,D12,"(3, 67)",3,13
25,D13,"(41, 41)",0,13
26,D14,"(86, 77)",7,12
30,D15,"(47, 75)",1,25
31,D16,"(87, 2)",3,14
33,D17,"(80, 83)",0,26
34,D18,"(39, 20)",8,25
35,D19,"(38, 51)",6,24
36,D20,"(83, 18)",2,30
37,D21,"(89, 12)",1,15
38,D22,"(36, 13)",7,12
39,D23,"(57, 5)",9,10
42,D24,"(44, 99)",7,29
44,D25,"(32, 9)",7,24
45,D26,"(24, 33)",4,22
47,D27,"(24, 69)",4,23
50,D28,"(25, 16)",3,30
53,D29,"(1, 77)",1,28
60,D30,"(48, 17)",0,13
63,D31,"(70, 19)",2,14
64,D32,"(91, 64)",2,23
66,D33,"(77, 13)",4,19
68,D34,"(43, 6)",6,12
70,D35,"(57, 47)",9,10
71,D36,"(46, 98)",0,15
73,D37,"(68, 29)",9,17
76,D38,"(3, 96)",4,24
78,D39,"(28, 19)",1,30
80,D40,"(52, 4)",7,17
81,D41,"(53, 91)",7,26
82,D42,"(47, 25)",9,19
85,D43,"(71, 3)",2,12
86,D44,"(15, 85)",4,26
87,D45,"(29, 80)",1,25
94,D46,"(41, 21)",1,24
95,D47,"(10, 85)",0,18
97,D48,"(75, 100)",2,11
