time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,E1,"(26, 58)",6,19
3,E2,"(85, 69)",4,15
4,E3,"(59, 10)",6,15
5,E4,"(77, 95)",9,29
6,E5,"(91, 91)",5,16
7,E6,"(86, 52)",6,10
9,E7,"(13, 61)",9,26
10,E8,"(32, 15)",8,15
11,E9,"(79, 60)",3,20
13,E10,"(28, 34)",1,17
16,E11,"(30, 60)",2,22
17,E12,"(74, 5)",9,23
18,E13,"(55, 39)",7,29
19,E14,"(7, 4)",3,30
21,E15,"(69, 7)",6,23
22,E16,"(24, 28)",2,25
24,E17,"(6, 66)",4,22
25,E18,"(75, 10)",1,29
26,E19,"(9, 70)",2,12
27,E20,"(54, 37)",5,19
28,E21,"(49, 73)",8,12
29,E22,"(97, 23)",4,25
31,E23,"(22, 90)",8,15
32,E24,"(56, 52)",7,19
34,E25,"(51, 73)",6,30
35,E26,"(19, 65)",2,30
36,E27,"(69, 67)",6,28
38,E28,"(75, 72)",4,19
43,E29,"(5, 34)",9,21
45,E30,"(98, 1)",1,25
50,E31,"(66, 94)",4,20
51,E32,"(42, 30)",7,10
52,E33,"(86, 62)",6,20
53,E34,"(23, 75)",7,22
56,E35,"(54, 77)",0,19
57,E36,"(99, 26)",8,28
58,E37,"(76, 58)",7,18
59,E38,"(87, 4)",5,15
60,E39,"(56, 44)",6,16
63,E40,"(33, 99)",8,25
64,E41,"(44, 10)",4,10
68,E42,"(38, 77)",9,29
73,E43,"(61, 49)",2,24
75,E44,"(74, 25)",6,15
77,E45,"(51, 4)",9,27
78,E46,"(85, 69)",7,17
82,E47,"(30, 84)",7,19
83,E48,"(68, 87)",1,20
84,E49,"(7, 33)",6,30
85,E50,"(95, 55)",3,25
86,E51,"(10, 45)",3,19
90,E52,"(89, 62)",5,12
91,E53,"(5, 27)",4,26
93,E54,"(66, 52)",6,22
94,E55,"(7, 63)",6,30
97,E56,"(57, 9)",2,18
98,E57,"(72, 80)",5,23
99,E58,"(45, 38)",1,11
