time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
2,D1,"(9, 10)",0,11
3,D2,"(91, 14)",9,15
5,D3,"(21, 4)",6,25
11,D4,"(96, 11)",1,27
12,D5,"(22, 46)",3,18
14,D6,"(91, 79)",5,20
15,D7,"(18, 8)",8,10
17,D8,"(77, 21)",1,20
18,D9,"(56, 5)",4,26
19,D10,"(89, 93)",9,30
20,D11,"(81, 85)",1,14
23,D12,"(84, 6)",5,15
28,D13,"(55, 34)",9,28
31,D14,"(70, 79)",9,15
36,D15,"(85, 5)",0,29
40,D16,"(1, 13)",2,10
41,D17,"(11, 43)",4,15
42,D18,"(75, 37)",4,13
43,D19,"(49, 35)",0,13
46,D20,"(1, 98)",0,25
49,D21,"(59, 42)",3,14
52,D22,"(63, 100)",8,11
53,D23,"(37, 15)",9,24
54,D24,"(10, 14)",0,29
56,D25,"(58, 9)",9,14
59,D26,"(45, 70)",6,30
61,D27,"(87, 33)",1,26
65,D28,"(29, 23)",1,18
70,D29,"(74, 8)",9,14
73,D30,"(26, 96)",6,16
75,D31,"(73, 40)",9,10
76,D32,"(72, 1)",5,20
77,D33,"(15, 27)",7,21
78,D34,"(59, 3)",3,26
79,D35,"(19, 16)",9,30
80,D36,"(24, 69)",8,11
82,D37,"(73, 96)",7,13
83,D38,"(17, 20)",3,19
89,D39,"(24, 12)",1,15
90,D40,"(29, 93)",1,16
91,D41,"(12, 65)",2,24
92,D42,"(84, 75)",7,29
93,D43,"(100, 47)",0,20
94,D44,"(83, 78)",6,11
98,D45,"(76, 86)",7,12
