time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,D1,"(46, 33)",2,21
1,D2,"(18, 85)",1,13
2,D3,"(75, 5)",0,29
3,D4,"(85, 10)",2,25
5,D5,"(98, 7)",2,27
7,D6,"(34, 57)",9,26
8,D7,"(50, 80)",2,23
9,D8,"(85, 73)",0,29
11,D9,"(29, 44)",9,23
12,D10,"(28, 97)",9,26
17,D11,"(19, 40)",9,27
18,D12,"(23, 50)",7,30
19,D13,"(86, 76)",8,19
20,D14,"(19, 9)",6,28
24,D15,"(42, 84)",1,30
25,D16,"(94, 39)",3,22
28,D17,"(44, 94)",3,16
29,D18,"(63, 20)",3,23
30,D19,"(92, 93)",4,16
33,D20,"(61, 22)",0,23
34,D21,"(84, 58)",8,13
35,D22,"(4, 90)",9,16
37,D23,"(31, 20)",6,26
38,D24,"(6, 70)",9,11
39,D25,"(81, 13)",1,18
40,D26,"(19, 99)",5,12
42,D27,"(60, 3)",1,18
44,D28,"(34, 92)",4,14
45,D29,"(46, 8)",3,28
46,D30,"(7, 89)",6,11
48,D31,"(100, 86)",9,21
50,D32,"(94, 58)",0,26
57,D33,"(50, 22)",4,20
58,D34,"(85, 23)",4,11
60,D35,"(94, 69)",4,27
61,D36,"(23, 56)",1,18
62,D37,"(87, 63)",8,15
64,D38,"(96, 71)",4,10
69,D39,"(59, 23)",0,28
70,D40,"(73, 19)",5,21
73,D41,"(41, 11)",5,29
76,D42,"(13, 60)",5,15
77,D43,"(32, 42)",5,14
78,D44,"(15, 23)",3,20
83,D45,"(30, 41)",2,24
84,D46,"(40, 50)",4,23
86,D47,"(37, 98)",1,12
88,D48,"(70, 95)",8,11
91,D49,"(16, 40)",6,28
92,D50,"(56, 89)",6,11
93,D51,"(19, 1)",2,18
94,D52,"(79, 94)",3,30
97,D53,"(70, 81)",6,22
98,D54,"(68, 34)",4,23
