time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,D1,"(82, 4)",0,21
2,D2,"(78, 88)",3,14
6,D3,"(66, 96)",9,12
8,D4,"(51, 33)",2,30
10,D5,"(99, 54)",0,15
14,D6,"(69, 93)",0,22
18,D7,"(56, 29)",9,22
20,D8,"(63, 100)",8,25
21,D9,"(79, 54)",1,21
23,D10,"(91, 58)",0,21
28,D11,"(35, 27)",9,14
30,D12,"(37, 19)",7,30
31,D13,"(31, 87)",0,25
32,D14,"(35, 5)",2,19
33,D15,"(51, 53)",0,12
39,D16,"(43, 57)",5,21
41,D17,"(73, 1)",6,25
42,D18,"(44, 66)",8,19
47,D19,"(34, 69)",6,22
48,D20,"(98, 23)",9,16
50,D21,"(34, 65)",2,21
51,D22,"(82, 81)",0,20
52,D23,"(95, 41)",2,26
53,D24,"(47, 26)",0,30
55,D25,"(23, 80)",4,21
57,D26,"(61, 27)",9,18
58,D27,"(54, 79)",0,13
64,D28,"(51, 4)",5,22
65,D29,"(64, 68)",3,14
67,D30,"(59, 42)",2,19
72,D31,"(14, 78)",8,13
75,D32,"(41, 65)",8,18
77,D33,"(94, 2)",1,12
78,D34,"(68, 44)",2,12
79,D35,"(87, 4)",7,26
81,D36,"(98, 47)",7,10
84,D37,"(40, 5)",6,18
85,D38,"(21, 47)",7,21
88,D39,"(96, 64)",3,24
89,D40,"(21, 89)",7,18
90,D41,"(82, 78)",4,15
91,D42,"(97, 96)",9,19
93,D43,"(74, 71)",4,17
95,D44,"(51, 86)",6,18
96,D45,"(31, 22)",7,10
97,D46,"(17, 50)",8,10
98,D47,"(73, 77)",9,15
