time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,D1,"(13, 78)",5,14
3,D2,"(56, 55)",0,23
4,D3,"(44, 34)",9,23
5,D4,"(37, 68)",0,10
6,D5,"(16, 48)",0,30
7,D6,"(18, 89)",3,14
8,D7,"(58, 34)",6,21
11,D8,"(90, 46)",0,30
12,D9,"(69, 95)",4,19
13,D10,"(95, 83)",1,21
18,D11,"(13, 29)",2,26
19,D12,"(1, 58)",2,20
20,D13,"(37, 3)",8,27
21,D14,"(29, 50)",7,13
22,D15,"(96, 42)",7,11
26,D16,"(30, 60)",4,14
27,D17,"(76, 33)",5,30
30,D18,"(12, 65)",9,20
36,D19,"(74, 47)",0,24
40,D20,"(36, 23)",7,13
43,D21,"(11, 27)",1,11
48,D22,"(39, 79)",9,20
52,D23,"(41, 89)",7,21
54,D24,"(53, 58)",4,14
55,D25,"(33, 71)",9,25
59,D26,"(6, 45)",0,10
60,D27,"(29, 83)",8,18
61,D28,"(98, 18)",8,14
62,D29,"(28, 61)",3,10
64,D30,"(77, 91)",4,23
65,D31,"(3, 37)",3,16
71,D32,"(39, 61)",3,20
72,D33,"(91, 89)",3,27
73,D34,"(7, 5)",3,28
74,D35,"(31, 78)",4,26
75,D36,"(30, 47)",6,14
76,D37,"(54, 45)",8,19
79,D38,"(72, 49)",7,20
81,D39,"(11, 8)",1,27
83,D40,"(94, 80)",4,10
85,D41,"(39, 62)",2,23
86,D42,"(76, 36)",5,20
88,D43,"(39, 15)",9,14
92,D44,"(63, 93)",5,17
93,D45,"(18, 24)",3,29
94,D46,"(35, 48)",2,22
95,D47,"(13, 39)",1,17
