time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,D1,"(80, 79)",5,11
1,D2,"(70, 88)",2,18
2,D3,"(64, 20)",3,10
3,D4,"(34, 10)",5,30
5,D5,"(24, 26)",3,27
7,D6,"(90, 82)",0,17
8,D7,"(39, 57)",9,28
10,D8,"(63, 93)",4,11
11,D9,"(42, 72)",9,26
12,D10,"(13, 11)",9,21
14,D11,"(37, 30)",5,15
15,D12,"(81, 24)",6,13
16,D13,"(26, 26)",4,13
19,D14,"(89, 85)",8,28
20,D15,"(99, 47)",5,17
21,D16,"(73, 41)",2,14
22,D17,"(30, 15)",7,20
24,D18,"(52, 9)",0,28
25,D19,"(47, 50)",7,21
26,D20,"(54, 88)",1,23
30,D21,"(29, 20)",2,29
35,D22,"(95, 81)",7,27
36,D23,"(20, 97)",6,22
37,D24,"(42, 81)",1,19
38,D25,"(49, 24)",7,26
41,D26,"(88, 48)",7,30
42,D27,"(92, 44)",0,13
43,D28,"(87, 38)",5,27
45,D29,"(94, 80)",0,11
47,D30,"(99, 6)",9,17
49,D31,"(100, 71)",5,17
50,D32,"(54, 83)",8,12
51,D33,"(95, 22)",6,10
52,D34,"(0, 5)",5,28
53,D35,"(80, 91)",9,19
54,D36,"(43, 71)",7,19
56,D37,"(85, 50)",3,18
60,D38,"(27, 2)",2,26
64,D39,"(14, 23)",9,29
67,D40,"(61, 98)",6,28
68,D41,"(36, 91)",6,19
69,D42,"(15, 21)",4,24
71,D43,"(56, 29)",6,20
74,D44,"(48, 88)",5,12
76,D45,"(59, 87)",7,14
77,D46,"(26, 87)",9,15
78,D47,"(57, 50)",0,13
80,D48,"(56, 0)",3,15
81,D49,"(29, 92)",5,21
82,D50,"(17, 88)",9,17
84,D51,"(23, 94)",9,30
86,D52,"(22, 67)",4,30
99,D53,"(63, 61)",1,10
