time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,D1,"(52, 53)",0,27
1,D2,"(25, 77)",1,18
2,D3,"(56, 40)",3,26
4,D4,"(12, 43)",1,28
5,D5,"(92, 11)",3,19
8,D6,"(69, 72)",1,26
10,D7,"(56, 20)",4,15
11,D8,"(88, 59)",8,20
12,D9,"(92, 77)",2,20
13,D10,"(19, 99)",3,26
15,D11,"(0, 40)",3,17
17,D12,"(97, 29)",5,15
19,D13,"(10, 61)",9,10
20,D14,"(28, 4)",1,20
21,D15,"(89, 84)",9,10
24,D16,"(75, 16)",7,30
26,D17,"(80, 33)",7,18
29,D18,"(9, 58)",0,20
34,D19,"(67, 5)",8,26
37,D20,"(54, 40)",0,14
38,D21,"(13, 17)",2,13
41,D22,"(99, 48)",8,16
44,D23,"(63, 82)",9,28
45,D24,"(80, 74)",1,27
46,D25,"(61, 82)",4,20
49,D26,"(79, 78)",4,19
50,D27,"(9, 2)",8,28
51,D28,"(45, 45)",9,15
52,D29,"(6, 54)",2,11
54,D30,"(72, 55)",4,27
55,D31,"(67, 99)",9,15
56,D32,"(26, 41)",8,24
57,D33,"(36, 56)",1,27
58,D34,"(87, 31)",9,21
60,D35,"(73, 37)",2,14
63,D36,"(71, 88)",4,23
64,D37,"(59, 65)",3,12
65,D38,"(76, 74)",8,13
66,D39,"(65, 18)",1,13
69,D40,"(85, 85)",5,25
76,D41,"(85, 77)",8,29
80,D42,"(42, 44)",6,15
81,D43,"(96, 50)",4,27
82,D44,"(60, 94)",5,10
89,D45,"(68, 98)",5,17
91,D46,"(42, 37)",4,10
94,D47,"(69, 51)",5,22
95,D48,"(31, 92)",5,20
96,D49,"(67, 10)",7,17
99,D50,"(60, 92)",7,20
