time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,D1,"(45, 17)",1,21
1,D2,"(85, 70)",5,10
2,D3,"(36, 63)",1,28
5,D4,"(97, 81)",5,11
6,D5,"(94, 37)",7,15
8,D6,"(36, 95)",1,20
12,D7,"(74, 12)",7,21
16,D8,"(88, 61)",9,28
18,D9,"(49, 83)",3,26
19,D10,"(3, 19)",4,21
20,D11,"(79, 34)",2,13
22,D12,"(72, 64)",2,18
24,D13,"(91, 59)",4,28
25,D14,"(13, 33)",3,19
26,D15,"(75, 0)",1,17
28,D16,"(12, 60)",7,14
33,D17,"(17, 22)",0,29
34,D18,"(62, 80)",8,20
35,D19,"(59, 66)",4,23
36,D20,"(15, 39)",2,16
37,D21,"(77, 85)",8,14
38,D22,"(12, 6)",0,23
41,D23,"(15, 100)",7,29
43,D24,"(13, 11)",1,17
44,D25,"(17, 64)",0,15
45,D26,"(53, 47)",8,18
46,D27,"(55, 63)",9,25
48,D28,"(22, 57)",8,28
50,D29,"(58, 83)",5,21
51,D30,"(76, 98)",7,18
52,D31,"(51, 7)",0,23
55,D32,"(57, 14)",7,28
57,D33,"(57, 20)",0,13
60,D34,"(12, 10)",3,11
61,D35,"(95, 4)",5,14
62,D36,"(53, 77)",8,12
64,D37,"(51, 93)",2,15
65,D38,"(82, 84)",0,10
69,D39,"(51, 99)",4,18
70,D40,"(18, 65)",6,11
71,D41,"(10, 72)",8,17
73,D42,"(41, 64)",5,15
74,D43,"(72, 8)",2,30
76,D44,"(68, 54)",9,13
77,D45,"(23, 64)",4,19
78,D46,"(23, 31)",9,10
80,D47,"(38, 10)",6,13
82,D48,"(57, 6)",7,28
85,D49,"(11, 54)",7,28
86,D50,"(8, 36)",9,18
88,D51,"(33, 46)",0,28
91,D52,"(27, 82)",0,10
94,D53,"(7, 83)",5,16
95,D54,"(37, 9)",2,16
96,D55,"(17, 54)",8,14
97,D56,"(86, 67)",1,21
99,D57,"(6, 12)",7,12
