time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,D1,"(65, 25)",3,27
1,D2,"(33, 54)",1,14
3,D3,"(27, 5)",8,17
5,D4,"(3, 63)",8,29
7,D5,"(32, 6)",1,13
9,D6,"(15, 14)",3,27
11,D7,"(91, 24)",6,23
12,D8,"(95, 22)",9,28
13,D9,"(8, 75)",7,19
15,D10,"(0, 66)",4,16
16,D11,"(20, 83)",3,10
19,D12,"(74, 24)",3,22
20,D13,"(61, 14)",6,29
21,D14,"(81, 77)",1,14
22,D15,"(21, 89)",6,24
28,D16,"(41, 39)",1,27
31,D17,"(87, 50)",7,12
38,D18,"(26, 96)",1,30
39,D19,"(67, 41)",8,30
40,D20,"(62, 78)",3,23
41,D21,"(73, 37)",9,10
43,D22,"(20, 36)",3,20
44,D23,"(13, 21)",7,12
45,D24,"(85, 96)",4,25
46,D25,"(36, 41)",5,21
47,D26,"(88, 91)",9,27
51,D27,"(15, 54)",0,24
52,D28,"(3, 66)",6,29
53,D29,"(10, 94)",5,14
54,D30,"(93, 73)",2,22
56,D31,"(62, 8)",0,28
57,D32,"(98, 100)",8,13
58,D33,"(99, 100)",5,24
61,D34,"(93, 62)",0,26
62,D35,"(14, 25)",6,22
64,D36,"(51, 40)",2,16
66,D37,"(75, 26)",4,12
67,D38,"(43, 70)",8,18
68,D39,"(17, 22)",0,12
69,D40,"(73, 98)",9,11
71,D41,"(36, 29)",9,27
72,D42,"(47, 17)",9,22
73,D43,"(0, 7)",3,27
74,D44,"(85, 93)",6,19
75,D45,"(59, 3)",7,19
76,D46,"(23, 57)",1,22
77,D47,"(53, 90)",5,25
78,D48,"(36, 24)",5,24
80,D49,"(76, 93)",0,26
83,D50,"(97, 30)",6,15
84,D51,"(41, 22)",5,19
85,D52,"(85, 92)",3,23
86,D53,"(45, 9)",4,27
90,D54,"(27, 13)",1,30
92,D55,"(10, 0)",6,10
93,D56,"(1, 8)",4,12
94,D57,"(35, 8)",6,20
96,D58,"(23, 64)",8,10
