time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
2,D1,"(77, 55)",5,10
7,D2,"(5, 74)",5,23
8,D3,"(97, 93)",3,18
12,D4,"(10, 19)",5,19
13,D5,"(61, 12)",8,13
14,D6,"(12, 47)",5,15
15,D7,"(0, 15)",8,30
16,D8,"(69, 43)",9,26
17,D9,"(87, 71)",1,20
20,D10,"(0, 18)",5,11
21,D11,"(49, 80)",5,21
23,D12,"(2, 71)",2,25
25,D13,"(88, 47)",0,24
28,D14,"(18, 5)",7,19
30,D15,"(68, 13)",2,16
33,D16,"(81, 74)",8,18
36,D17,"(39, 57)",5,16
37,D18,"(75, 20)",9,13
38,D19,"(1, 23)",3,27
39,D20,"(70, 58)",6,21
40,D21,"(12, 64)",7,16
43,D22,"(45, 28)",5,27
44,D23,"(13, 21)",2,20
47,D24,"(91, 5)",6,24
49,D25,"(98, 32)",6,17
50,D26,"(24, 75)",1,15
51,D27,"(49, 0)",2,16
52,D28,"(98, 71)",8,13
53,D29,"(71, 96)",7,27
55,D30,"(89, 25)",8,13
57,D31,"(65, 58)",6,28
59,D32,"(76, 18)",9,15
60,D33,"(18, 39)",2,13
62,D34,"(75, 30)",3,26
64,D35,"(53, 10)",9,29
68,D36,"(58, 100)",3,21
70,D37,"(89, 100)",8,15
71,D38,"(9, 60)",7,11
72,D39,"(20, 37)",7,28
73,D40,"(48, 53)",1,26
74,D41,"(79, 5)",5,21
75,D42,"(31, 7)",6,17
81,D43,"(68, 88)",0,14
82,D44,"(99, 32)",3,12
83,D45,"(81, 25)",8,20
84,D46,"(50, 93)",8,11
85,D47,"(86, 4)",9,25
87,D48,"(80, 29)",3,30
88,D49,"(86, 78)",7,15
89,D50,"(69, 66)",2,19
90,D51,"(46, 83)",4,25
92,D52,"(85, 43)",9,25
93,D53,"(6, 87)",6,24
95,D54,"(66, 30)",9,29
97,D55,"(62, 93)",6,17
99,D56,"(99, 69)",6,11
