time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,D1,"(61, 93)",4,21
1,D2,"(12, 17)",3,30
3,D3,"(49, 43)",6,17
4,D4,"(46, 46)",7,18
5,D5,"(65, 91)",8,27
6,D6,"(1, 13)",7,19
7,D7,"(44, 73)",5,11
11,D8,"(67, 20)",2,30
13,D9,"(61, 73)",9,12
14,D10,"(16, 70)",2,20
16,D11,"(40, 4)",3,25
17,D12,"(59, 72)",7,17
18,D13,"(100, 93)",3,15
19,D14,"(3, 94)",6,13
20,D15,"(58, 15)",7,19
21,D16,"(85, 59)",2,10
23,D17,"(81, 19)",9,29
24,D18,"(4, 67)",3,10
26,D19,"(36, 33)",2,22
28,D20,"(89, 16)",3,24
32,D21,"(43, 20)",0,23
34,D22,"(88, 10)",7,21
35,D23,"(65, 9)",1,11
37,D24,"(63, 31)",6,27
39,D25,"(17, 50)",4,17
41,D26,"(61, 86)",3,26
42,D27,"(34, 49)",4,29
43,D28,"(55, 65)",0,30
47,D29,"(70, 41)",2,29
48,D30,"(42, 45)",8,10
50,D31,"(78, 81)",2,20
51,D32,"(31, 23)",7,15
52,D33,"(58, 88)",0,27
53,D34,"(86, 30)",5,17
54,D35,"(23, 33)",6,22
57,D36,"(12, 30)",7,21
58,D37,"(81, 32)",3,25
60,D38,"(42, 30)",2,18
62,D39,"(73, 49)",9,17
65,D40,"(48, 31)",2,24
68,D41,"(19, 21)",2,16
73,D42,"(89, 25)",8,25
74,D43,"(85, 92)",8,10
76,D44,"(86, 40)",8,10
80,D45,"(27, 68)",2,11
81,D46,"(39, 57)",1,11
82,D47,"(49, 49)",7,11
83,D48,"(70, 43)",1,18
85,D49,"(68, 57)",6,18
86,D50,"(66, 41)",5,29
87,D51,"(59, 16)",2,23
90,D52,"(67, 93)",6,19
91,D53,"(36, 62)",1,30
92,D54,"(9, 52)",9,20
93,D55,"(62, 2)",7,15
94,D56,"(36, 55)",1,18
97,D57,"(38, 14)",0,14
99,D58,"(58, 8)",4,16
