time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,D1,"(11, 88)",7,10
3,D2,"(59, 67)",8,10
4,D3,"(35, 21)",4,13
5,D4,"(84, 98)",1,18
6,D5,"(17, 7)",9,23
7,D6,"(9, 97)",9,26
8,D7,"(11, 13)",2,12
9,D8,"(36, 70)",2,10
13,D9,"(19, 63)",5,22
16,D10,"(58, 48)",3,26
18,D11,"(53, 56)",9,18
22,D12,"(29, 9)",0,27
23,D13,"(54, 74)",0,17
25,D14,"(56, 84)",7,24
27,D15,"(97, 55)",9,22
31,D16,"(5, 24)",0,13
34,D17,"(93, 80)",4,16
35,D18,"(77, 38)",9,10
40,D19,"(69, 59)",9,30
42,D20,"(64, 80)",3,15
44,D21,"(18, 66)",6,29
45,D22,"(45, 55)",1,11
48,D23,"(81, 0)",9,17
55,D24,"(38, 61)",3,12
59,D25,"(44, 20)",6,30
60,D26,"(60, 7)",4,29
61,D27,"(95, 69)",0,11
63,D28,"(48, 80)",4,20
64,D29,"(57, 71)",0,29
66,D30,"(12, 26)",9,20
67,D31,"(77, 59)",8,23
72,D32,"(100, 17)",2,26
75,D33,"(58, 63)",5,30
76,D34,"(53, 62)",6,11
77,D35,"(31, 37)",7,16
78,D36,"(57, 83)",4,20
83,D37,"(56, 49)",9,25
86,D38,"(39, 79)",3,24
87,D39,"(24, 48)",0,10
88,D40,"(0, 40)",5,19
90,D41,"(39, 52)",3,16
91,D42,"(91, 86)",6,19
94,D43,"(6, 9)",3,29
95,D44,"(20, 31)",0,20
96,D45,"(31, 33)",8,23
99,D46,"(68, 21)",5,11
