time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
4,E1,"(96, 1)",3,22
6,E2,"(49, 88)",5,20
8,E3,"(29, 11)",6,10
9,E4,"(50, 75)",2,27
13,E5,"(28, 82)",0,18
20,E6,"(66, 40)",2,23
21,E7,"(84, 80)",6,30
24,E8,"(75, 60)",8,23
25,E9,"(53, 26)",1,17
26,E10,"(92, 85)",7,11
29,E11,"(58, 5)",3,20
30,E12,"(54, 94)",3,11
32,E13,"(99, 72)",0,27
33,E14,"(46, 48)",4,18
34,E15,"(69, 41)",2,12
35,E16,"(65, 21)",8,20
38,E17,"(91, 89)",9,22
41,E18,"(19, 88)",0,10
42,E19,"(59, 3)",0,29
45,E20,"(91, 38)",1,12
53,E21,"(67, 41)",2,20
56,E22,"(97, 76)",3,25
62,E23,"(53, 50)",7,24
64,E24,"(74, 33)",1,24
65,E25,"(100, 15)",4,30
67,E26,"(38, 86)",4,22
70,E27,"(60, 14)",1,28
75,E28,"(48, 16)",3,25
76,E29,"(66, 59)",7,19
78,E30,"(60, 34)",4,26
80,E31,"(58, 29)",7,17
82,E32,"(97, 43)",9,24
83,E33,"(34, 74)",1,16
85,E34,"(0, 75)",9,19
86,E35,"(0, 63)",3,11
91,E36,"(44, 73)",2,19
94,E37,"(25, 70)",8,18
95,E38,"(89, 47)",2,21
96,E39,"(67, 77)",7,26
97,E40,"(40, 45)",4,28
