time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
2,D1,"(2, 2)",5,27
3,D2,"(31, 54)",9,13
10,D3,"(69, 31)",4,24
11,D4,"(0, 90)",5,13
12,D5,"(69, 85)",5,26
13,D6,"(83, 78)",3,20
14,D7,"(35, 99)",4,20
17,D8,"(66, 1)",5,13
18,D9,"(40, 76)",1,20
19,D10,"(54, 86)",6,26
20,D11,"(3, 81)",1,22
21,D12,"(21, 22)",9,15
22,D13,"(23, 90)",5,20
23,D14,"(30, 69)",5,21
24,D15,"(41, 67)",4,19
27,D16,"(0, 2)",5,16
34,D17,"(69, 87)",8,26
36,D18,"(91, 98)",2,28
37,D19,"(61, 12)",5,17
39,D20,"(94, 28)",8,24
41,D21,"(31, 4)",8,16
43,D22,"(2, 88)",2,21
45,D23,"(46, 62)",5,21
46,D24,"(62, 48)",2,10
49,D25,"(17, 67)",0,25
51,D26,"(75, 96)",8,17
57,D27,"(87, 10)",6,15
58,D28,"(30, 73)",3,30
60,D29,"(84, 89)",7,11
62,D30,"(14, 22)",6,10
64,D31,"(10, 46)",5,10
67,D32,"(14, 4)",5,15
69,D33,"(2, 56)",1,28
70,D34,"(18, 56)",5,22
71,D35,"(46, 51)",1,28
73,D36,"(67, 21)",9,18
74,D37,"(90, 65)",8,14
77,D38,"(82, 54)",1,24
80,D39,"(88, 17)",6,29
81,D40,"(71, 94)",7,21
82,D41,"(48, 22)",7,18
85,D42,"(44, 59)",1,10
86,D43,"(42, 69)",2,26
87,D44,"(1, 2)",5,26
89,D45,"(72, 56)",3,11
90,D46,"(53, 48)",4,25
93,D47,"(36, 12)",2,30
94,D48,"(11, 14)",6,16
95,D49,"(43, 29)",2,22
96,D50,"(55, 51)",6,19
97,D51,"(50, 18)",1,18
98,D52,"(96, 58)",8,10
