time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
1,E1,"(99, 75)",3,16
2,E2,"(21, 14)",2,16
3,E3,"(44, 29)",7,28
4,E4,"(83, 0)",6,18
6,E5,"(8, 70)",3,26
10,E6,"(51, 78)",7,23
11,E7,"(90, 22)",1,16
15,E8,"(63, 24)",7,21
16,E9,"(100, 49)",6,12
17,E10,"(75, 8)",2,13
18,E11,"(3, 19)",0,22
22,E12,"(95, 21)",3,10
23,E13,"(75, 10)",8,23
24,E14,"(37, 17)",8,15
25,E15,"(11, 20)",2,27
27,E16,"(17, 17)",0,16
37,E17,"(84, 2)",4,29
38,E18,"(67, 33)",0,24
42,E19,"(25, 51)",9,16
43,E20,"(84, 73)",6,14
44,E21,"(88, 44)",4,15
45,E22,"(54, 26)",7,20
46,E23,"(98, 39)",9,17
47,E24,"(14, 24)",6,25
49,E25,"(38, 50)",3,11
50,E26,"(92, 96)",9,20
53,E27,"(82, 81)",7,28
54,E28,"(46, 32)",3,17
55,E29,"(31, 49)",6,26
56,E30,"(19, 44)",2,30
57,E31,"(100, 6)",3,23
62,E32,"(30, 25)",9,25
65,E33,"(56, 59)",1,15
69,E34,"(95, 5)",9,24
70,E35,"(96, 10)",8,29
72,E36,"(72, 55)",0,13
73,E37,"(49, 71)",7,14
74,E38,"(22, 100)",5,15
75,E39,"(53, 63)",0,10
76,E40,"(56, 52)",0,24
77,E41,"(34, 73)",1,23
78,E42,"(53, 73)",7,23
88,E43,"(75, 37)",0,20
90,E44,"(43, 53)",8,15
93,E45,"(18, 30)",4,22
94,E46,"(28, 66)",1,20
95,E47,"(0, 65)",8,13
