time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,D1,"(81, 64)",8,22
3,D2,"(34, 15)",9,26
10,D3,"(64, 56)",4,17
11,D4,"(9, 1)",4,22
14,D5,"(21, 64)",2,16
15,D6,"(54, 65)",4,20
17,D7,"(54, 29)",3,17
22,D8,"(37, 90)",1,18
25,D9,"(54, 87)",2,10
28,D10,"(49, 37)",9,30
31,D11,"(76, 86)",2,29
33,D12,"(24, 44)",8,30
35,D13,"(79, 40)",0,12
39,D14,"(10, 59)",4,30
40,D15,"(1, 11)",8,25
42,D16,"(44, 94)",1,23
43,D17,"(7, 19)",8,26
44,D18,"(97, 45)",3,15
45,D19,"(25, 94)",8,29
46,D20,"(95, 86)",9,13
52,D21,"(22, 5)",2,12
53,D22,"(4, 66)",3,25
54,D23,"(98, 94)",4,12
55,D24,"(49, 49)",0,24
56,D25,"(37, 21)",0,14
57,D26,"(60, 81)",4,12
58,D27,"(26, 64)",7,25
59,D28,"(13, 92)",0,18
60,D29,"(47, 0)",5,25
61,D30,"(58, 81)",6,26
62,D31,"(58, 81)",1,13
64,D32,"(29, 63)",3,28
65,D33,"(93, 49)",1,22
66,D34,"(79, 86)",7,12
68,D35,"(16, 78)",7,23
69,D36,"(24, 91)",8,22
70,D37,"(44, 20)",6,24
72,D38,"(56, 57)",6,19
74,D39,"(32, 44)",5,24
76,D40,"(94, 59)",2,25
77,D41,"(23, 14)",7,27
79,D42,"(96, 46)",8,13
88,D43,"(9, 6)",4,23
92,D44,"(19, 52)",3,27
93,D45,"(1, 35)",6,22
97,D46,"(70, 10)",2,21
98,D47,"(82, 12)",5,20
99,D48,"(98, 71)",0,12
