time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,D1,"(14, 39)",9,27
1,D2,"(63, 65)",6,14
2,D3,"(50, 16)",1,30
5,D4,"(13, 95)",3,25
6,D5,"(59, 18)",8,11
8,D6,"(63, 72)",7,18
9,D7,"(55, 43)",2,16
11,D8,"(100, 43)",3,16
13,D9,"(77, 11)",3,10
16,D10,"(32, 43)",7,13
19,D11,"(76, 74)",0,11
20,D12,"(66, 65)",2,19
24,D13,"(72, 95)",8,24
25,D14,"(4, 13)",3,19
26,D15,"(92, 84)",7,15
27,D16,"(81, 4)",8,10
29,D17,"(6, 53)",3,25
30,D18,"(20, 98)",4,24
32,D19,"(24, 78)",8,29
33,D20,"(68, 39)",2,15
34,D21,"(62, 80)",3,23
35,D22,"(44, 45)",8,11
36,D23,"(58, 4)",4,26
39,D24,"(48, 22)",7,24
40,D25,"(17, 10)",0,14
42,D26,"(88, 99)",7,10
44,D27,"(4, 61)",1,10
45,D28,"(52, 53)",6,20
50,D29,"(59, 34)",6,21
51,D30,"(18, 28)",5,16
54,D31,"(62, 0)",3,26
55,D32,"(82, 24)",2,21
57,D33,"(67, 9)",7,24
60,D34,"(43, 90)",1,15
61,D35,"(44, 91)",3,17
63,D36,"(24, 10)",7,20
64,D37,"(28, 97)",9,29
65,D38,"(36, 66)",1,13
66,D39,"(4, 45)",9,20
68,D40,"(36, 29)",0,19
69,D41,"(8, 46)",0,18
70,D42,"(96, 31)",9,25
71,D43,"(12, 21)",7,19
72,D44,"(85, 89)",5,22
73,D45,"(25, 82)",6,17
74,D46,"(44, 69)",5,16
75,D47,"(25, 3)",7,19
81,D48,"(46, 18)",6,16
84,D49,"(84, 16)",1,24
89,D50,"(98, 48)",6,29
90,D51,"(10, 46)",2,30
91,D52,"(23, 2)",0,30
92,D53,"(84, 7)",1,17
94,D54,"(53, 50)",7,20
