time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,E1,"(73, 13)",5,21
3,E2,"(84, 38)",2,11
4,E3,"(76, 67)",3,25
5,E4,"(10, 66)",9,14
7,E5,"(1, 37)",7,16
8,E6,"(95, 96)",6,18
9,E7,"(9, 67)",3,17
12,E8,"(52, 64)",4,22
20,E9,"(96, 95)",0,26
23,E10,"(98, 25)",6,24
25,E11,"(26, 90)",3,13
27,E12,"(21, 82)",6,19
28,E13,"(87, 0)",2,25
29,E14,"(27, 55)",7,11
30,E15,"(50, 58)",1,13
31,E16,"(73, 53)",9,23
33,E17,"(6, 57)",1,14
34,E18,"(18, 91)",2,20
36,E19,"(66, 99)",2,25
38,E20,"(86, 28)",1,11
43,E21,"(32, 23)",3,25
45,E22,"(9, 29)",3,28
47,E23,"(89, 22)",8,17
48,E24,"(91, 90)",9,14
49,E25,"(57, 69)",7,21
50,E26,"(7, 95)",9,17
51,E27,"(98, 73)",3,13
52,E28,"(41, 60)",1,23
54,E29,"(15, 97)",0,16
60,E30,"(96, 15)",3,11
61,E31,"(64, 96)",6,29
62,E32,"(39, 8)",1,17
65,E33,"(38, 49)",8,15
67,E34,"(38, 3)",4,19
68,E35,"(0, 15)",5,12
72,E36,"(8, 70)",0,10
74,E37,"(73, 68)",8,16
75,E38,"(4, 52)",5,20
76,E39,"(29, 16)",3,27
77,E40,"(63, 32)",6,24
78,E41,"(54, 7)",4,14
81,E42,"(86, 68)",4,20
82,E43,"(71, 2)",3,10
83,E44,"(69, 7)",8,16
87,E45,"(74, 21)",0,26
89,E46,"(17, 19)",4,15
91,E47,"(55, 98)",7,11
92,E48,"(63, 20)",8,22
94,E49,"(1, 54)",7,15
97,E50,"(79, 44)",2,10
98,E51,"(2, 99)",6,23
99,E52,"(4, 7)",9,27
