time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,D1,"(76, 7)",9,21
1,D2,"(87, 23)",7,14
2,D3,"(63, 7)",3,14
3,D4,"(43, 73)",2,30
5,D5,"(98, 20)",8,25
9,D6,"(86, 97)",5,21
13,D7,"(9, 23)",1,25
14,D8,"(24, 22)",7,13
15,D9,"(51, 38)",6,22
16,D10,"(37, 44)",0,24
18,D11,"(16, 97)",2,23
19,D12,"(3, 99)",7,11
22,D13,"(56, 20)",0,27
23,D14,"(49, 7)",1,14
24,D15,"(9, 60)",8,19
26,D16,"(66, 42)",0,17
28,D17,"(0, 20)",1,19
30,D18,"(35, 59)",0,20
34,D19,"(26, 4)",0,10
35,D20,"(87, 38)",4,14
36,D21,"(25, 27)",7,21
38,D22,"(46, 68)",4,16
39,D23,"(26, 98)",0,27
42,D24,"(80, 22)",1,20
44,D25,"(100, 28)",1,14
46,D26,"(20, 76)",7,20
48,D27,"(95, 34)",0,11
49,D28,"(65, 65)",8,26
51,D29,"(36, 100)",0,15
55,D30,"(59, 22)",9,10
57,D31,"(93, 67)",0,24
60,D32,"(93, 23)",2,18
62,D33,"(35, 96)",5,16
63,D34,"(42, 92)",4,10
67,D35,"(5, 25)",9,19
69,D36,"(73, 45)",7,27
71,D37,"(97, 32)",0,14
73,D38,"(60, 55)",8,25
74,D39,"(6, 75)",9,24
76,D40,"(22, 20)",7,15
77,D41,"(88, 98)",5,28
78,D42,"(13, 77)",4,20
80,D43,"(81, 11)",5,12
82,D44,"(35, 19)",1,25
83,D45,"(38, 93)",0,14
84,D46,"(1, 37)",6,11
87,D47,"(27, 27)",2,24
88,D48,"(64, 11)",0,20
90,D49,"(6, 19)",4,28
91,D50,"(51, 94)",8,29
92,D51,"(79, 91)",4,24
96,D52,"(95, 14)",4,23
97,D53,"(35, 80)",3,12
99,D54,"(26, 28)",5,28
