time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,E1,"(62, 19)",4,24
1,E2,"(19, 77)",9,17
3,E3,"(39, 9)",2,19
5,E4,"(5, 20)",8,18
6,E5,"(81, 34)",5,14
7,E6,"(77, 1)",6,18
8,E7,"(83, 95)",5,22
9,E8,"(17, 81)",6,26
10,E9,"(54, 18)",1,23
14,E10,"(49, 35)",4,25
16,E11,"(55, 77)",1,10
19,E12,"(96, 15)",0,20
20,E13,"(47, 78)",6,19
21,E14,"(98, 85)",7,18
22,E15,"(60, 8)",8,27
23,E16,"(75, 39)",7,23
24,E17,"(77, 71)",0,27
25,E18,"(78, 22)",5,28
27,E19,"(7, 86)",1,22
28,E20,"(87, 80)",2,18
31,E21,"(39, 84)",4,20
32,E22,"(18, 59)",3,26
34,E23,"(88, 57)",3,21
37,E24,"(12, 54)",8,23
39,E25,"(50, 86)",1,11
40,E26,"(99, 69)",0,11
42,E27,"(80, 91)",3,23
43,E28,"(17, 45)",0,23
44,E29,"(41, 93)",1,20
46,E30,"(63, 67)",9,28
49,E31,"(3, 30)",1,23
51,E32,"(100, 97)",5,17
52,E33,"(63, 27)",7,13
53,E34,"(67, 12)",7,17
54,E35,"(71, 60)",1,20
58,E36,"(30, 13)",5,29
59,E37,"(55, 5)",7,26
61,E38,"(13, 69)",7,22
62,E39,"(62, 1)",1,12
65,E40,"(98, 30)",2,25
66,E41,"(2, 29)",4,30
67,E42,"(30, 18)",9,22
68,E43,"(45, 76)",9,24
71,E44,"(22, 66)",1,28
72,E45,"(26, 24)",4,18
74,E46,"(6, 49)",1,17
78,E47,"(23, 7)",9,29
79,E48,"(71, 74)",6,16
81,E49,"(83, 65)",9,28
82,E50,"(40, 41)",0,17
83,E51,"(96, 67)",5,21
88,E52,"(57, 13)",4,26
89,E53,"(40, 25)",5,15
90,E54,"(28, 36)",6,19
91,E55,"(91, 34)",6,30
92,E56,"(5, 39)",9,15
93,E57,"(93, 72)",8,29
95,E58,"(79, 55)",3,22
96,E59,"(92, 50)",7,29
98,E60,"(31, 0)",1,10
99,E61,"(55, 91)",7,15
