time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,D1,"(8, 29)",3,19
1,D2,"(40, 57)",2,24
3,D3,"(58, 61)",2,11
4,D4,"(41, 21)",6,17
5,D5,"(75, 36)",5,13
6,D6,"(69, 50)",9,28
9,D7,"(23, 90)",5,19
10,D8,"(60, 2)",6,28
11,D9,"(52, 94)",0,28
12,D10,"(32, 39)",8,21
13,D11,"(78, 41)",4,30
14,D12,"(16, 81)",9,22
17,D13,"(97, 28)",6,25
18,D14,"(39, 80)",9,21
19,D15,"(91, 35)",6,24
21,D16,"(94, 11)",1,22
24,D17,"(41, 25)",4,17
31,D18,"(85, 29)",5,30
32,D19,"(4, 22)",0,12
33,D20,"(97, 96)",5,24
34,D21,"(89, 85)",0,14
36,D22,"(0, 56)",8,19
37,D23,"(29, 27)",5,29
41,D24,"(53, 12)",7,13
45,D25,"(23, 13)",6,17
46,D26,"(23, 91)",8,24
47,D27,"(8, 33)",3,20
48,D28,"(29, 83)",3,26
50,D29,"(5, 48)",9,30
51,D30,"(15, 77)",0,28
52,D31,"(65, 29)",3,13
53,D32,"(26, 50)",9,22
55,D33,"(35, 33)",6,12
60,D34,"(17, 91)",0,30
62,D35,"(44, 57)",2,26
64,D36,"(15, 88)",8,25
65,D37,"(32, 97)",2,13
66,D38,"(70, 32)",8,23
68,D39,"(93, 31)",6,23
69,D40,"(90, 30)",5,17
70,D41,"(91, 64)",2,15
71,D42,"(55, 97)",7,23
74,D43,"(3, 78)",1,16
75,D44,"(64, 77)",8,22
76,D45,"(83, 5)",9,29
77,D46,"(40, 40)",4,27
80,D47,"(51, 57)",1,19
82,D48,"(76, 35)",3,27
83,D49,"(7, 91)",0,16
85,D50,"(91, 93)",4,19
86,D51,"(22, 72)",0,26
87,D52,"(3, 24)",5,27
88,D53,"(77, 24)",2,13
93,D54,"(38, 6)",3,18
94,D55,"(70, 68)",4,20
97,D56,"(72, 40)",6,19
99,D57,"(71, 89)",8,30
