time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
1,E1,"(62, 27)",7,16
2,E2,"(72, 50)",5,20
3,E3,"(2, 39)",6,18
5,E4,"(45, 4)",6,23
6,E5,"(6, 27)",2,17
7,E6,"(54, 97)",1,26
8,E7,"(56, 33)",2,17
11,E8,"(82, 9)",3,27
12,E9,"(82, 7)",0,23
13,E10,"(15, 37)",5,12
15,E11,"(81, 8)",6,14
16,E12,"(12, 38)",5,15
18,E13,"(72, 22)",6,26
19,E14,"(16, 47)",6,29
20,E15,"(47, 21)",2,11
21,E16,"(76, 52)",5,11
24,E17,"(36, 3)",9,16
27,E18,"(28, 88)",0,21
28,E19,"(15, 44)",3,17
29,E20,"(25, 29)",1,17
30,E21,"(81, 55)",6,28
31,E22,"(13, 66)",6,27
32,E23,"(4, 71)",0,26
33,E24,"(64, 67)",3,24
35,E25,"(26, 50)",8,20
36,E26,"(81, 19)",7,13
41,E27,"(36, 15)",9,21
43,E28,"(0, 91)",2,13
44,E29,"(21, 71)",2,25
45,E30,"(4, 22)",7,16
47,E31,"(49, 33)",9,12
48,E32,"(14, 61)",4,15
49,E33,"(38, 62)",6,12
50,E34,"(6, 42)",1,23
51,E35,"(15, 83)",7,19
53,E36,"(97, 2)",6,10
54,E37,"(87, 36)",9,28
56,E38,"(74, 33)",3,18
58,E39,"(98, 100)",1,27
59,E40,"(21, 43)",6,10
60,E41,"(43, 94)",4,14
62,E42,"(9, 83)",5,17
63,E43,"(99, 86)",7,23
64,E44,"(74, 84)",0,28
67,E45,"(78, 86)",2,26
75,E46,"(36, 31)",8,11
76,E47,"(24, 59)",0,17
77,E48,"(58, 55)",6,14
78,E49,"(98, 75)",0,19
81,E50,"(56, 23)",1,28
82,E51,"(29, 86)",9,20
83,E52,"(94, 57)",9,17
86,E53,"(43, 88)",8,17
90,E54,"(56, 60)",4,17
93,E55,"(18, 53)",3,25
96,E56,"(0, 61)",8,24
