time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,D1,"(24, 68)",9,15
1,D2,"(83, 85)",4,24
2,D3,"(73, 3)",0,27
3,D4,"(98, 50)",5,26
5,D5,"(53, 100)",1,27
11,D6,"(76, 36)",6,14
12,D7,"(54, 26)",7,22
14,D8,"(90, 52)",7,12
16,D9,"(28, 13)",1,18
18,D10,"(43, 89)",9,27
21,D11,"(73, 36)",1,23
22,D12,"(61, 44)",0,25
23,D13,"(43, 62)",4,21
24,D14,"(53, 38)",6,13
29,D15,"(14, 93)",7,19
31,D16,"(50, 66)",3,15
32,D17,"(10, 54)",5,22
36,D18,"(74, 79)",8,25
37,D19,"(58, 91)",4,10
39,D20,"(52, 35)",5,16
40,D21,"(34, 5)",9,20
41,D22,"(73, 90)",3,12
43,D23,"(100, 69)",4,24
44,D24,"(77, 24)",8,14
50,D25,"(1, 8)",2,28
51,D26,"(37, 1)",4,28
55,D27,"(40, 46)",4,19
61,D28,"(53, 22)",7,25
63,D29,"(52, 28)",8,21
68,D30,"(4, 64)",2,28
69,D31,"(21, 81)",8,29
70,D32,"(56, 57)",3,14
73,D33,"(11, 85)",3,10
74,D34,"(21, 100)",3,20
75,D35,"(54, 70)",5,24
77,D36,"(22, 18)",9,24
78,D37,"(42, 61)",4,19
79,D38,"(28, 91)",1,27
81,D39,"(32, 14)",5,20
82,D40,"(44, 73)",8,23
84,D41,"(47, 19)",9,14
86,D42,"(31, 62)",1,17
87,D43,"(99, 23)",9,15
91,D44,"(39, 32)",8,11
95,D45,"(45, 4)",4,28
