time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,D1,"(98, 80)",2,24
2,D2,"(7, 57)",0,17
3,D3,"(79, 72)",7,10
6,D4,"(5, 15)",5,29
7,D5,"(40, 15)",0,10
9,D6,"(9, 67)",2,28
15,D7,"(30, 68)",9,15
17,D8,"(100, 90)",8,25
19,D9,"(25, 78)",7,15
20,D10,"(52, 78)",3,28
23,D11,"(20, 67)",0,17
24,D12,"(72, 17)",0,22
26,D13,"(78, 74)",5,21
30,D14,"(20, 23)",2,21
31,D15,"(6, 33)",1,29
32,D16,"(54, 37)",3,24
33,D17,"(63, 0)",9,11
35,D18,"(16, 32)",9,28
36,D19,"(52, 82)",5,22
37,D20,"(42, 72)",9,24
38,D21,"(8, 35)",3,26
41,D22,"(97, 93)",3,19
42,D23,"(71, 66)",0,16
43,D24,"(2, 0)",5,12
46,D25,"(3, 32)",0,30
47,D26,"(67, 10)",4,19
48,D27,"(10, 30)",6,18
52,D28,"(29, 33)",2,20
54,D29,"(84, 80)",6,12
55,D30,"(78, 16)",1,15
56,D31,"(78, 3)",0,20
57,D32,"(3, 68)",9,27
60,D33,"(50, 27)",7,18
61,D34,"(82, 1)",0,24
62,D35,"(42, 43)",8,18
63,D36,"(45, 14)",7,22
64,D37,"(91, 96)",8,13
65,D38,"(9, 66)",4,30
66,D39,"(46, 92)",8,28
67,D40,"(18, 80)",9,27
68,D41,"(13, 47)",7,29
70,D42,"(80, 9)",9,26
72,D43,"(56, 22)",0,16
73,D44,"(25, 98)",6,20
74,D45,"(51, 36)",6,28
76,D46,"(54, 75)",8,28
81,D47,"(25, 7)",0,20
83,D48,"(57, 26)",7,30
84,D49,"(98, 70)",5,14
86,D50,"(67, 19)",2,10
90,D51,"(6, 86)",8,27
91,D52,"(51, 89)",4,26
92,D53,"(17, 72)",0,13
93,D54,"(76, 85)",4,28
95,D55,"(75, 93)",9,27
97,D56,"(28, 68)",3,30
98,D57,"(73, 56)",0,23
