time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,E1,"(2, 96)",1,16
2,E2,"(59, 32)",4,27
3,E3,"(78, 20)",4,26
6,E4,"(85, 74)",0,19
10,E5,"(88, 35)",2,12
14,E6,"(79, 23)",0,14
17,E7,"(18, 89)",8,12
20,E8,"(76, 60)",8,16
21,E9,"(35, 35)",8,23
22,E10,"(3, 59)",4,15
23,E11,"(15, 31)",9,24
25,E12,"(81, 61)",9,30
30,E13,"(52, 5)",2,17
31,E14,"(70, 96)",2,25
32,E15,"(52, 22)",5,17
35,E16,"(43, 3)",6,11
36,E17,"(14, 54)",1,13
38,E18,"(38, 37)",3,24
40,E19,"(19, 6)",1,13
45,E20,"(63, 57)",7,30
46,E21,"(98, 7)",2,25
48,E22,"(43, 91)",0,30
49,E23,"(90, 95)",4,24
51,E24,"(85, 44)",4,29
52,E25,"(98, 100)",6,28
54,E26,"(29, 70)",3,19
55,E27,"(98, 48)",0,11
58,E28,"(15, 68)",1,18
59,E29,"(30, 57)",5,13
60,E30,"(97, 35)",7,21
61,E31,"(42, 77)",2,11
63,E32,"(51, 22)",4,11
64,E33,"(86, 46)",8,23
65,E34,"(6, 92)",7,20
66,E35,"(63, 78)",5,22
67,E36,"(49, 66)",0,16
69,E37,"(72, 100)",4,21
70,E38,"(63, 32)",4,25
71,E39,"(34, 20)",3,21
72,E40,"(48, 89)",4,16
73,E41,"(26, 48)",3,27
75,E42,"(20, 76)",5,26
77,E43,"(83, 80)",3,25
78,E44,"(86, 27)",9,24
82,E45,"(62, 74)",9,30
84,E46,"(21, 70)",8,14
85,E47,"(42, 95)",7,20
88,E48,"(7, 10)",9,15
89,E49,"(15, 65)",3,27
90,E50,"(99, 48)",2,25
91,E51,"(89, 73)",8,12
92,E52,"(67, 30)",1,18
93,E53,"(61, 63)",5,25
94,E54,"(60, 3)",0,27
95,E55,"(67, 25)",1,17
96,E56,"(49, 77)",8,29
98,E57,"(90, 1)",5,14
99,E58,"(26, 16)",9,16
