time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
2,D1,"(50, 21)",2,19
3,D2,"(27, 84)",8,12
4,D3,"(92, 53)",4,23
5,D4,"(40, 83)",4,15
8,D5,"(0, 96)",0,12
9,D6,"(56, 49)",9,16
13,D7,"(15, 95)",3,24
20,D8,"(29, 98)",4,18
21,D9,"(77, 57)",4,21
22,D10,"(24, 9)",4,26
23,D11,"(88, 88)",0,18
26,D12,"(56, 82)",0,11
27,D13,"(45, 46)",7,30
29,D14,"(76, 29)",6,10
30,D15,"(33, 63)",2,15
32,D16,"(14, 44)",7,15
34,D17,"(98, 33)",6,25
35,D18,"(32, 50)",7,27
38,D19,"(77, 69)",5,16
40,D20,"(95, 69)",0,12
41,D21,"(30, 52)",1,15
43,D22,"(28, 23)",4,17
48,D23,"(33, 47)",6,19
50,D24,"(71, 56)",3,28
51,D25,"(59, 1)",2,29
53,D26,"(100, 60)",7,22
56,D27,"(71, 23)",0,26
58,D28,"(53, 76)",6,25
59,D29,"(85, 80)",9,28
61,D30,"(75, 84)",2,10
62,D31,"(6, 87)",7,29
64,D32,"(3, 39)",3,11
65,D33,"(65, 13)",2,27
68,D34,"(65, 32)",7,12
71,D35,"(61, 60)",2,12
72,D36,"(42, 1)",1,23
73,D37,"(80, 96)",2,10
76,D38,"(15, 69)",0,26
78,D39,"(3, 62)",7,10
81,D40,"(32, 64)",6,19
82,D41,"(93, 99)",0,28
83,D42,"(24, 17)",5,24
84,D43,"(7, 74)",9,19
85,D44,"(29, 6)",9,23
86,D45,"(55, 82)",4,24
89,D46,"(90, 29)",8,12
94,D47,"(20, 65)",5,26
95,D48,"(30, 42)",6,26
97,D49,"(86, 33)",4,11
98,D50,"(73, 76)",9,28
