time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
1,D1,"(5, 7)",3,11
2,D2,"(4, 73)",3,21
6,D3,"(71, 98)",0,13
8,D4,"(24, 21)",8,23
11,D5,"(48, 18)",9,16
16,D6,"(9, 42)",1,20
17,D7,"(82, 45)",4,21
23,D8,"(24, 13)",8,21
25,D9,"(17, 52)",5,24
29,D10,"(69, 50)",4,22
30,D11,"(78, 20)",3,15
31,D12,"(46, 61)",8,30
35,D13,"(43, 84)",4,16
36,D14,"(63, 72)",8,17
38,D15,"(67, 76)",4,20
39,D16,"(60, 32)",2,15
40,D17,"(77, 31)",6,13
43,D18,"(70, 20)",1,10
44,D19,"(51, 83)",9,29
45,D20,"(27, 26)",7,17
48,D21,"(11, 87)",4,20
55,D22,"(44, 61)",0,26
56,D23,"(74, 29)",4,23
60,D24,"(71, 65)",6,12
61,D25,"(13, 89)",9,25
68,D26,"(5, 60)",1,22
69,D27,"(16, 30)",8,30
70,D28,"(84, 27)",6,20
72,D29,"(23, 36)",9,30
77,D30,"(4, 26)",6,27
81,D31,"(82, 30)",5,12
82,D32,"(27, 86)",6,11
85,D33,"(38, 90)",0,21
88,D34,"(59, 84)",3,19
90,D35,"(57, 67)",4,26
91,D36,"(59, 36)",5,22
94,D37,"(21, 86)",2,19
95,D38,"(44, 39)",7,20
97,D39,"(76, 38)",9,16
99,D40,"(44, 34)",4,26
