time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
2,E1,"(87, 68)",0,19
3,E2,"(56, 94)",1,28
4,E3,"(30, 91)",1,18
6,E4,"(86, 21)",3,28
9,E5,"(16, 36)",6,19
10,E6,"(6, 48)",1,16
11,E7,"(17, 78)",3,18
12,E8,"(58, 20)",0,19
14,E9,"(10, 23)",2,22
17,E10,"(93, 13)",0,20
18,E11,"(85, 70)",9,25
21,E12,"(10, 86)",2,16
28,E13,"(69, 73)",6,19
29,E14,"(85, 77)",8,17
31,E15,"(43, 31)",6,20
35,E16,"(8, 50)",6,22
36,E17,"(97, 25)",1,30
37,E18,"(39, 77)",3,21
38,E19,"(43, 54)",9,17
39,E20,"(10, 93)",3,11
40,E21,"(52, 66)",8,28
42,E22,"(54, 79)",1,17
43,E23,"(65, 51)",6,12
45,E24,"(90, 16)",2,11
48,E25,"(52, 70)",4,26
49,E26,"(42, 26)",7,16
60,E27,"(58, 20)",3,14
61,E28,"(96, 95)",3,17
64,E29,"(41, 45)",9,12
67,E30,"(96, 3)",1,16
68,E31,"(54, 66)",8,22
70,E32,"(97, 12)",7,12
71,E33,"(75, 77)",8,10
72,E34,"(66, 1)",9,19
73,E35,"(45, 63)",4,15
74,E36,"(78, 21)",8,22
80,E37,"(90, 91)",3,23
81,E38,"(48, 83)",9,28
82,E39,"(68, 35)",9,23
83,E40,"(6, 16)",3,26
85,E41,"(91, 70)",4,25
89,E42,"(63, 73)",5,20
92,E43,"(6, 45)",7,20
93,E44,"(46, 73)",3,30
94,E45,"(8, 43)",3,21
95,E46,"(96, 17)",8,12
96,E47,"(8, 56)",4,24
98,E48,"(88, 40)",5,24
