time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,D1,"(24, 78)",7,21
5,D2,"(4, 57)",7,25
6,D3,"(85, 13)",2,14
7,D4,"(80, 58)",6,19
8,D5,"(59, 49)",9,13
9,D6,"(84, 21)",8,23
12,D7,"(38, 22)",6,14
13,D8,"(0, 81)",1,26
15,D9,"(3, 33)",9,19
16,D10,"(89, 52)",1,15
19,D11,"(49, 41)",8,26
20,D12,"(50, 38)",7,29
24,D13,"(55, 16)",4,23
25,D14,"(58, 46)",4,28
26,D15,"(95, 72)",1,27
28,D16,"(84, 20)",5,30
29,D17,"(38, 85)",6,24
30,D18,"(17, 38)",9,28
33,D19,"(99, 85)",7,21
35,D20,"(87, 24)",6,25
37,D21,"(56, 8)",3,10
39,D22,"(73, 64)",4,12
43,D23,"(100, 5)",4,14
44,D24,"(47, 87)",9,28
45,D25,"(68, 18)",2,29
48,D26,"(7, 65)",7,28
49,D27,"(42, 70)",8,17
50,D28,"(57, 45)",9,24
52,D29,"(5, 95)",5,16
53,D30,"(96, 66)",2,16
54,D31,"(7, 28)",9,11
55,D32,"(89, 100)",9,14
56,D33,"(65, 43)",1,26
61,D34,"(71, 49)",3,11
62,D35,"(64, 23)",3,12
63,D36,"(15, 4)",6,15
64,D37,"(44, 9)",4,29
65,D38,"(30, 70)",4,12
68,D39,"(52, 31)",1,23
69,D40,"(87, 52)",6,26
70,D41,"(29, 46)",0,25
71,D42,"(66, 71)",8,18
76,D43,"(3, 40)",6,18
77,D44,"(57, 90)",1,28
79,D45,"(56, 65)",6,25
80,D46,"(46, 43)",1,25
81,D47,"(71, 69)",5,28
82,D48,"(55, 4)",7,22
86,D49,"(61, 16)",0,11
87,D50,"(2, 83)",8,29
88,D51,"(52, 56)",7,28
89,D52,"(43, 34)",0,30
92,D53,"(34, 28)",0,23
94,D54,"(76, 10)",6,16
96,D55,"(56, 53)",8,11
97,D56,"(32, 67)",1,28
98,D57,"(39, 64)",8,27
99,D58,"(43, 41)",5,29
