time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,D1,"(33, 71)",7,18
1,D2,"(0, 48)",4,30
4,D3,"(85, 47)",2,21
6,D4,"(70, 70)",1,29
7,D5,"(19, 100)",7,24
8,D6,"(28, 45)",6,21
9,D7,"(98, 22)",6,21
10,D8,"(80, 73)",9,11
12,D9,"(99, 12)",1,21
14,D10,"(26, 94)",7,11
16,D11,"(30, 37)",8,18
18,D12,"(8, 12)",7,24
22,D13,"(26, 24)",1,12
23,D14,"(70, 64)",9,16
26,D15,"(1, 45)",8,21
34,D16,"(63, 95)",2,19
39,D17,"(93, 14)",0,10
40,D18,"(80, 2)",2,18
41,D19,"(59, 85)",7,14
45,D20,"(78, 12)",3,26
46,D21,"(78, 95)",0,19
47,D22,"(7, 52)",1,23
48,D23,"(58, 42)",5,17
52,D24,"(79, 77)",5,22
54,D25,"(70, 5)",5,18
56,D26,"(67, 18)",2,19
59,D27,"(76, 3)",4,21
60,D28,"(16, 78)",1,26
61,D29,"(4, 22)",3,17
62,D30,"(63, 20)",8,14
63,D31,"(79, 54)",1,14
65,D32,"(37, 72)",9,13
66,D33,"(23, 37)",1,27
73,D34,"(12, 91)",5,23
74,D35,"(1, 48)",1,17
77,D36,"(44, 69)",5,27
85,D37,"(31, 7)",9,21
88,D38,"(21, 99)",9,17
89,D39,"(91, 14)",8,22
90,D40,"(32, 48)",8,12
92,D41,"(40, 61)",6,27
95,D42,"(69, 94)",7,21
96,D43,"(73, 88)",2,17
97,D44,"(51, 71)",3,13
98,D45,"(36, 75)",2,16
99,D46,"(32, 100)",4,13
