time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,D1,"(64, 45)",6,14
1,D2,"(60, 46)",2,26
2,D3,"(38, 41)",5,28
3,D4,"(53, 61)",1,25
4,D5,"(86, 75)",1,17
7,D6,"(20, 97)",1,24
8,D7,"(28, 75)",2,20
13,D8,"(15, 25)",4,25
18,D9,"(33, 77)",3,24
19,D10,"(39, 14)",2,16
22,D11,"(31, 62)",4,10
23,D12,"(25, 20)",2,18
26,D13,"(9, 45)",2,22
27,D14,"(42, 17)",4,15
33,D15,"(14, 26)",1,29
35,D16,"(12, 15)",0,10
36,D17,"(68, 69)",9,16
40,D18,"(94, 36)",1,18
41,D19,"(36, 32)",1,17
42,D20,"(37, 67)",7,16
43,D21,"(97, 25)",4,10
44,D22,"(71, 87)",7,10
45,D23,"(96, 34)",7,15
47,D24,"(37, 17)",4,20
48,D25,"(31, 49)",6,18
49,D26,"(85, 30)",1,16
50,D27,"(68, 47)",3,29
54,D28,"(37, 37)",5,25
55,D29,"(63, 29)",6,14
57,D30,"(78, 65)",6,21
58,D31,"(77, 14)",2,18
59,D32,"(74, 20)",2,21
60,D33,"(81, 55)",3,30
62,D34,"(22, 92)",0,16
64,D35,"(71, 81)",3,26
66,D36,"(43, 77)",3,24
67,D37,"(22, 57)",9,17
72,D38,"(49, 30)",6,23
75,D39,"(32, 97)",1,23
78,D40,"(89, 16)",2,14
79,D41,"(66, 58)",4,20
80,D42,"(2, 11)",6,15
81,D43,"(99, 56)",5,28
84,D44,"(59, 47)",9,21
85,D45,"(66, 14)",7,13
86,D46,"(89, 15)",5,10
87,D47,"(53, 84)",3,14
88,D48,"(48, 2)",3,29
91,D49,"(82, 88)",8,10
92,D50,"(50, 98)",1,11
93,D51,"(44, 53)",4,28
95,D52,"(30, 56)",5,17
97,D53,"(81, 39)",0,22
