time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
1,E1,"(100, 10)",8,13
4,E2,"(100, 58)",1,16
5,E3,"(1, 25)",5,30
6,E4,"(6, 79)",4,18
8,E5,"(79, 88)",0,13
12,E6,"(59, 35)",4,30
15,E7,"(56, 74)",8,17
16,E8,"(46, 66)",6,14
20,E9,"(50, 20)",3,23
22,E10,"(68, 37)",1,13
24,E11,"(39, 65)",2,22
25,E12,"(48, 67)",8,10
30,E13,"(41, 27)",8,12
31,E14,"(41, 60)",8,13
32,E15,"(28, 75)",6,17
33,E16,"(39, 93)",9,26
35,E17,"(37, 77)",4,15
36,E18,"(94, 58)",4,16
37,E19,"(89, 62)",2,10
38,E20,"(23, 39)",6,24
40,E21,"(66, 21)",5,16
42,E22,"(46, 30)",6,28
43,E23,"(89, 69)",0,14
44,E24,"(29, 23)",0,16
50,E25,"(70, 79)",0,29
51,E26,"(27, 40)",5,20
52,E27,"(12, 84)",9,13
54,E28,"(92, 76)",1,18
56,E29,"(67, 69)",5,11
58,E30,"(69, 43)",4,23
60,E31,"(77, 4)",2,13
63,E32,"(36, 44)",9,13
64,E33,"(0, 15)",0,26
66,E34,"(76, 88)",5,23
72,E35,"(33, 87)",6,20
74,E36,"(88, 41)",9,13
76,E37,"(16, 95)",9,19
77,E38,"(68, 15)",4,19
80,E39,"(64, 75)",4,25
83,E40,"(68, 3)",4,28
85,E41,"(40, 3)",4,20
87,E42,"(23, 76)",2,30
89,E43,"(90, 5)",5,14
90,E44,"(98, 45)",3,26
92,E45,"(19, 94)",4,11
93,E46,"(46, 69)",3,26
95,E47,"(38, 7)",4,20
96,E48,"(12, 53)",4,23
98,E49,"(44, 5)",6,26
99,E50,"(66, 98)",2,14
