time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,E1,"(90, 12)",4,24
1,E2,"(97, 46)",9,16
3,E3,"(77, 47)",4,18
7,E4,"(25, 88)",0,26
8,E5,"(7, 97)",3,25
9,E6,"(47, 62)",7,29
12,E7,"(61, 1)",0,22
13,E8,"(88, 28)",1,12
14,E9,"(54, 7)",0,11
15,E10,"(52, 88)",7,16
16,E11,"(14, 60)",1,18
18,E12,"(68, 81)",5,21
22,E13,"(55, 73)",8,22
25,E14,"(77, 90)",8,17
27,E15,"(41, 96)",5,13
28,E16,"(91, 29)",0,29
29,E17,"(73, 73)",8,21
30,E18,"(1, 81)",7,13
31,E19,"(23, 33)",2,28
32,E20,"(26, 48)",7,22
34,E21,"(89, 62)",2,15
36,E22,"(77, 90)",5,17
37,E23,"(14, 21)",9,14
41,E24,"(11, 52)",7,18
45,E25,"(98, 16)",3,29
47,E26,"(66, 9)",0,17
48,E27,"(44, 60)",7,22
52,E28,"(14, 7)",2,30
55,E29,"(23, 43)",5,20
56,E30,"(30, 88)",5,23
61,E31,"(5, 27)",7,10
62,E32,"(73, 77)",9,16
63,E33,"(62, 95)",7,19
65,E34,"(82, 14)",4,12
66,E35,"(9, 19)",2,17
67,E36,"(77, 25)",3,18
68,E37,"(62, 35)",7,26
71,E38,"(6, 37)",0,11
73,E39,"(56, 73)",3,18
76,E40,"(9, 40)",1,11
80,E41,"(45, 100)",9,24
81,E42,"(31, 44)",1,29
89,E43,"(55, 14)",9,16
93,E44,"(53, 13)",3,10
97,E45,"(3, 77)",3,29
99,E46,"(76, 14)",1,12
