time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
2,D1,"(45, 61)",5,13
4,D2,"(72, 38)",6,24
10,D3,"(54, 97)",8,19
12,D4,"(94, 64)",4,15
15,D5,"(91, 96)",5,27
16,D6,"(46, 71)",1,29
17,D7,"(39, 39)",1,24
19,D8,"(12, 60)",4,19
22,D9,"(68, 18)",1,26
25,D10,"(81, 42)",1,14
26,D11,"(93, 20)",6,28
27,D12,"(51, 99)",4,30
29,D13,"(23, 84)",9,14
30,D14,"(11, 46)",9,19
31,D15,"(99, 46)",5,28
34,D16,"(89, 89)",4,18
35,D17,"(66, 49)",6,10
37,D18,"(36, 37)",6,13
38,D19,"(7, 96)",2,20
39,D20,"(8, 46)",8,19
42,D21,"(42, 54)",0,22
44,D22,"(50, 53)",4,19
46,D23,"(75, 28)",7,17
47,D24,"(12, 96)",0,23
48,D25,"(89, 63)",9,21
49,D26,"(76, 83)",2,14
50,D27,"(12, 53)",5,12
51,D28,"(4, 31)",1,12
54,D29,"(62, 6)",3,27
55,D30,"(58, 53)",9,30
57,D31,"(2, 6)",2,23
59,D32,"(48, 42)",6,16
61,D33,"(88, 11)",6,19
63,D34,"(59, 59)",2,19
64,D35,"(48, 65)",7,21
65,D36,"(23, 51)",7,17
66,D37,"(83, 12)",0,19
69,D38,"(9, 3)",3,10
70,D39,"(13, 36)",9,16
71,D40,"(24, 34)",0,15
73,D41,"(81, 92)",8,19
75,D42,"(57, 9)",6,18
78,D43,"(67, 98)",1,22
81,D44,"(38, 83)",7,10
83,D45,"(47, 11)",6,26
85,D46,"(67, 88)",4,20
86,D47,"(4, 2)",7,26
93,D48,"(88, 70)",4,30
94,D49,"(79, 76)",7,30
95,D50,"(10, 17)",1,23
96,D51,"(87, 16)",3,23
97,D52,"(16, 13)",2,13
