time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,D1,"(39, 17)",2,26
2,D2,"(20, 57)",4,12
3,D3,"(24, 44)",8,25
5,D4,"(62, 18)",1,24
6,D5,"(49, 87)",7,29
7,D6,"(6, 57)",9,15
8,D7,"(57, 65)",7,27
10,D8,"(32, 93)",8,28
12,D9,"(37, 23)",1,14
13,D10,"(62, 34)",2,14
14,D11,"(53, 65)",0,13
16,D12,"(37, 52)",5,22
17,D13,"(89, 61)",3,29
18,D14,"(99, 36)",0,29
21,D15,"(43, 80)",0,26
24,D16,"(0, 76)",4,30
25,D17,"(31, 65)",4,25
29,D18,"(29, 31)",6,19
30,D19,"(68, 67)",2,21
31,D20,"(2, 82)",1,11
34,D21,"(7, 5)",8,10
35,D22,"(0, 20)",9,20
38,D23,"(50, 53)",8,20
39,D24,"(12, 58)",8,27
40,D25,"(76, 46)",2,23
41,D26,"(64, 53)",2,29
43,D27,"(38, 76)",2,24
45,D28,"(26, 79)",5,26
49,D29,"(53, 19)",0,10
51,D30,"(22, 76)",8,25
53,D31,"(83, 54)",1,11
55,D32,"(79, 13)",0,14
56,D33,"(11, 27)",2,23
57,D34,"(15, 43)",5,14
61,D35,"(73, 99)",3,27
62,D36,"(41, 31)",9,22
63,D37,"(28, 92)",7,26
64,D38,"(91, 15)",5,10
66,D39,"(1, 85)",0,20
68,D40,"(70, 35)",1,14
73,D41,"(92, 82)",8,21
75,D42,"(42, 60)",4,22
78,D43,"(84, 78)",0,23
79,D44,"(6, 23)",5,17
83,D45,"(53, 78)",6,24
85,D46,"(34, 53)",8,15
87,D47,"(7, 91)",2,25
88,D48,"(11, 99)",0,19
89,D49,"(59, 61)",7,15
92,D50,"(5, 29)",0,30
93,D51,"(47, 17)",3,30
95,D52,"(31, 68)",9,16
97,D53,"(14, 83)",8,19
98,D54,"(44, 54)",4,28
