time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
4,E1,"(1, 66)",1,13
5,E2,"(8, 30)",2,24
6,E3,"(27, 56)",5,14
7,E4,"(31, 89)",2,25
8,E5,"(51, 45)",7,16
9,E6,"(66, 21)",0,15
10,E7,"(32, 13)",2,16
12,E8,"(21, 33)",0,26
15,E9,"(61, 34)",6,13
21,E10,"(24, 40)",8,29
22,E11,"(49, 59)",7,12
23,E12,"(53, 19)",1,22
24,E13,"(69, 47)",4,21
25,E14,"(42, 87)",2,30
30,E15,"(73, 12)",5,11
34,E16,"(81, 36)",9,22
35,E17,"(53, 14)",6,14
36,E18,"(17, 33)",5,20
37,E19,"(8, 11)",9,13
39,E20,"(61, 92)",3,27
40,E21,"(64, 39)",8,11
42,E22,"(10, 60)",5,12
43,E23,"(94, 48)",3,22
44,E24,"(84, 32)",1,20
47,E25,"(51, 97)",7,29
48,E26,"(36, 49)",7,26
50,E27,"(96, 57)",4,10
52,E28,"(88, 76)",1,24
53,E29,"(77, 64)",9,25
56,E30,"(89, 34)",6,27
58,E31,"(55, 81)",3,22
59,E32,"(89, 27)",5,14
61,E33,"(77, 33)",1,30
62,E34,"(59, 6)",5,24
66,E35,"(51, 31)",2,21
68,E36,"(81, 8)",1,30
69,E37,"(90, 51)",1,30
70,E38,"(45, 94)",7,22
71,E39,"(78, 17)",0,22
73,E40,"(71, 87)",1,25
74,E41,"(2, 98)",1,19
75,E42,"(63, 79)",3,28
76,E43,"(8, 36)",8,22
77,E44,"(25, 4)",9,12
79,E45,"(53, 65)",8,29
81,E46,"(18, 48)",6,12
86,E47,"(90, 62)",7,18
89,E48,"(69, 32)",3,29
90,E49,"(46, 8)",2,29
92,E50,"(20, 10)",7,18
93,E51,"(71, 12)",0,25
95,E52,"(61, 50)",3,13
98,E53,"(4, 97)",7,25
99,E54,"(91, 41)",7,21
