time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,D1,"(91, 25)",7,28
7,D2,"(76, 45)",8,29
8,D3,"(54, 67)",7,11
10,D4,"(91, 44)",3,13
11,D5,"(42, 2)",2,14
12,D6,"(15, 90)",7,20
13,D7,"(93, 37)",4,10
14,D8,"(92, 82)",0,13
15,D9,"(64, 47)",7,21
16,D10,"(67, 18)",3,20
18,D11,"(10, 37)",3,10
21,D12,"(12, 61)",7,25
25,D13,"(98, 78)",6,20
31,D14,"(53, 77)",5,11
34,D15,"(3, 57)",1,10
38,D16,"(56, 26)",9,17
44,D17,"(64, 56)",0,28
45,D18,"(51, 95)",1,16
47,D19,"(36, 52)",2,17
49,D20,"(29, 1)",3,27
54,D21,"(14, 14)",8,22
56,D22,"(29, 43)",2,29
57,D23,"(52, 81)",9,30
58,D24,"(39, 62)",9,16
59,D25,"(82, 76)",2,15
60,D26,"(12, 11)",2,30
62,D27,"(17, 3)",4,11
65,D28,"(35, 71)",2,23
67,D29,"(82, 6)",0,26
72,D30,"(85, 62)",2,10
73,D31,"(54, 22)",1,21
74,D32,"(69, 39)",8,16
75,D33,"(39, 37)",6,21
76,D34,"(48, 52)",5,17
78,D35,"(71, 93)",1,16
79,D36,"(55, 41)",5,11
82,D37,"(53, 74)",0,28
84,D38,"(92, 91)",0,18
87,D39,"(19, 95)",2,16
88,D40,"(21, 77)",5,28
89,D41,"(34, 70)",5,20
90,D42,"(57, 16)",3,10
91,D43,"(0, 70)",1,23
92,D44,"(91, 64)",1,25
96,D45,"(4, 18)",5,22
