time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,D1,"(30, 88)",8,29
2,D2,"(10, 32)",0,13
3,D3,"(100, 70)",0,22
5,D4,"(22, 60)",0,10
13,D5,"(71, 44)",3,19
16,D6,"(11, 11)",8,12
17,D7,"(0, 50)",4,15
18,D8,"(8, 30)",6,27
19,D9,"(2, 20)",0,28
21,D10,"(15, 56)",8,12
25,D11,"(0, 86)",2,13
27,D12,"(70, 15)",3,10
28,D13,"(18, 31)",5,16
30,D14,"(88, 84)",5,19
31,D15,"(59, 26)",4,24
32,D16,"(97, 44)",1,30
33,D17,"(80, 58)",5,20
34,D18,"(10, 72)",4,23
36,D19,"(3, 22)",0,22
41,D20,"(9, 94)",8,28
43,D21,"(80, 52)",3,21
44,D22,"(95, 24)",3,13
45,D23,"(66, 64)",9,27
47,D24,"(58, 5)",3,17
49,D25,"(3, 9)",3,29
50,D26,"(67, 87)",8,27
51,D27,"(20, 76)",8,14
53,D28,"(19, 82)",0,22
55,D29,"(19, 52)",8,30
57,D30,"(90, 97)",3,17
58,D31,"(37, 50)",5,22
59,D32,"(47, 14)",4,13
60,D33,"(97, 0)",0,26
62,D34,"(13, 84)",3,25
64,D35,"(90, 97)",4,26
66,D36,"(47, 33)",5,22
67,D37,"(90, 22)",9,19
68,D38,"(38, 90)",3,28
69,D39,"(13, 2)",2,16
70,D40,"(57, 98)",6,30
72,D41,"(56, 75)",7,24
74,D42,"(82, 81)",1,15
76,D43,"(16, 71)",7,18
80,D44,"(61, 57)",2,16
81,D45,"(83, 61)",6,29
83,D46,"(76, 16)",0,28
85,D47,"(19, 45)",1,25
86,D48,"(34, 34)",8,21
88,D49,"(23, 92)",5,11
89,D50,"(44, 29)",6,18
94,D51,"(39, 1)",4,10
97,D52,"(28, 41)",4,29
98,D53,"(46, 75)",0,27
