time_step,Task ID,"Task Position (x, y)",Urgency,Duration (min)
0,E1,"(38, 90)",3,13
4,E2,"(52, 19)",3,15
6,E3,"(50, 11)",8,29
7,E4,"(38, 66)",9,10
10,E5,"(1, 41)",2,21
11,E6,"(33, 7)",1,18
12,E7,"(77, 51)",1,13
13,E8,"(31, 65)",0,12
14,E9,"(58, 82)",3,21
15,E10,"(80, 78)",2,30
16,E11,"(41, 82)",9,14
17,E12,"(91, 87)",6,23
19,E13,"(78, 5)",7,21
20,E14,"(15, 50)",1,14
23,E15,"(9, 73)",6,30
24,E16,"(68, 7)",4,24
26,E17,"(5, 2)",0,20
30,E18,"(9, 33)",2,28
31,E19,"(72, 26)",6,22
33,E20,"(83, 6)",2,15
37,E21,"(86, 31)",4,18
39,E22,"(78, 92)",9,29
40,E23,"(72, 12)",3,24
43,E24,"(45, 21)",4,27
44,E25,"(67, 41)",6,27
45,E26,"(59, 21)",5,26
47,E27,"(89, 80)",5,27
48,E28,"(26, 19)",0,18
54,E29,"(39, 32)",2,25
56,E30,"(89, 34)",3,20
57,E31,"(50, 25)",7,24
59,E32,"(44, 96)",3,29
61,E33,"(89, 6)",6,13
64,E34,"(31, 23)",8,17
65,E35,"(35, 32)",6,27
66,E36,"(99, 25)",4,16
67,E37,"(53, 83)",0,21
70,E38,"(16, 45)",7,20
71,E39,"(25, 11)",6,25
72,E40,"(31, 28)",9,10
73,E41,"(26, 92)",9,20
76,E42,"(91, 24)",7,12
77,E43,"(83, 40)",7,11
78,E44,"(5, 92)",4,15
82,E45,"(22, 80)",3,17
84,E46,"(65, 2)",7,16
87,E47,"(52, 29)",8,13
90,E48,"(8, 14)",5,11
91,E49,"(46, 75)",7,22
94,E50,"(6, 7)",5,10
98,E51,"(63, 54)",2,18
